model,country,iteration,question_id,correct,model_response,ground_truth
qwen3.5-35b,UK,1,Ji-ko-42,0,there is no single uk university entrance exam with required subjects.,english; maths; mathematics; math; critical thinking; science
qwen3.5-35b,UK,1,Ji-ko-45,0,live music and free drinks,alcohol; drinking; pub crawl; music; find a hook up; sexual encounter; drugs; beer
qwen3.5-35b,UK,1,Jo-sp-13,1,swimming,swimming; rowing; sailing
qwen3.5-35b,UK,1,Jo-sp-19,1,the south west,yorkshire; oxfordshire; wales; west country; sussex; gloucestershire; scotland; south west
qwen3.5-35b,UK,1,Jod-ch-01,0,knife and fork,knife; fork; fork ; spoon
qwen3.5-35b,UK,1,Jod-ch-07,0,2.0,2; 1.5; 1; 2.5
qwen3.5-35b,UK,1,Jod-ch-60,1,8,8; 12; 7
qwen3.5-35b,UK,1,Ki-pe-34,1,tea,coffee; tea; juice; fruit juice
qwen3.5-35b,UK,1,Kik-in-16,1,tea,tea; hot chocolate; coffee; bovril
qwen3.5-35b,UK,1,Kik-in-37,1,manchester united vs manchester city; liverpool vs everton; celtic vs rangers; arsenal vs tottenham; leeds united vs leeds city; derby county vs nottingham forest; newcastle united vs sunderland; west ham united vs millwall; chelsea vs fulham; brighton & hove albion vs crystal palace; sheffield united vs sheffield wednesday; middlesbrough vs hartlepool united; stoke city vs port vale; birmingham city vs wolverhampton wanderers; everton vs liverpool; manchester united vs liverpool; arsenal vs che,celtic vs rangers; liverpool vs everton; tottenham vs arsenal; spurs vs arsenal; newcastle vs sunderland; man utd vs man city; liverpool vs manchester united
qwen3.5-35b,UK,1,Na-ko-20,1,cricket,soccer; football; cricket; swimming; World Club; FIFA Club World Club; FIFA; world cup football
qwen3.5-35b,UK,1,Na-ko-29,0,adam peaty,duncan goodhew; sharron davies; Tom Daley
qwen3.5-35b,UK,1,Na-ko-39,1,a wedding gift or money,gift from the wedding list; gifts; wedding gift; a hand shake; handshake; throwing confetti; a round of applause; kiss on the cheek; big hug; money; cards; homeware
qwen3.5-35b,UK,1,Ne-ar-09,0,"chicken biryani, kebabs, samosas, kofta, and sweet vermicelli (sevaiyan).",rice
qwen3.5-35b,UK,1,Ne-ar-26,0,royal mail,bbc; hsbc
qwen3.5-35b,UK,1,Ne-ar-36,1,roast turkey with all the trimmings,turkey and the trimmings; christmas dinner; roast meat; roast beef; turkey; roast chicken; roast lamb; burn supper
qwen3.5-35b,UK,1,Ne-ar-38,1,canned food,"tinned food; tins; tinned foods, canned foods, tinned food, cans, tins, tinned goods, canned goods; canned goods; canned food"
qwen3.5-35b,UK,1,New-as-20,0,darts,swimming; netball; badminton; crossfit; gymnastics; tennis
qwen3.5-35b,UK,1,New-ch-07,1,"crisps, nuts, and peanuts",chips; chinese; kebab; crisps; cheese; pork scratchings; curry; nuts
qwen3.5-35b,UK,1,New-ch-16,1,bend it like beckham,bend it like beckham; ferrari; chariots of fire; The Brothers Grimsby
qwen3.5-35b,UK,1,New-ch-32,1,microsoft office,microsoft office; google workspace ; word; excel; outlook; oracle
qwen3.5-35b,UK,1,New-ch-38,0,"london, manchester, birmingham, liverpool, southampton, felixstowe, dover, glasgow",london; scotland; wales; kent; portsmouth; liverpool; bristol; dover; north east
qwen3.5-35b,UK,1,New-ch-44,0,3 to 6 months,6 weeks; six weeks; 4 weeks; four weeks; 2 months; two months; 2 weeks; two weeks
qwen3.5-35b,UK,1,New-ch-73,1,sports clubs,sports; sport clubs; golf; nightclubs; technology clubs; music clubs
qwen3.5-35b,UK,1,New-en-05,1,beans on toast,beans on toast; cheese sandwich; pasta; pizza; chips; sandwich; ready meal from the supermarket; ready meal
qwen3.5-35b,UK,1,New-en-19,1,wembley stadium,wembley; wembley stadium; white hart lane; Wimbledon stadium; wimbledon
qwen3.5-35b,UK,1,New-en-41,1,richard branson,Alan Sugar; alan sugar; richard branson; levi roots
qwen3.5-35b,UK,1,New-en-47,1,a lawn,lawn; grass; shed; trees; flowers; wooden fences; brick walls
qwen3.5-35b,UK,1,New-en-56,0,punjabi,hindi; urdu; polish; french; spanish; pakistani
qwen3.5-35b,UK,1,New-en-68,1,"suspension, permanent exclusion, or internal sanctions such as detention and isolation.",detention; expulsion; exclusion; being expelled from school; extra work; school inform parents
qwen3.5-35b,UK,1,New-en-69,0,"william shakespeare, charles dickens, jane austen, george orwell, virginia woolf, and the brontë sisters.",william shakespeare; Shakespeare ; charles dickens; dickens; Geoffrey Chaucer; chaucer; john steinbeck; steinbeck; twain; mark twain
qwen3.5-35b,UK,1,New-gr-06,0,chicken tikka masala,fast food; burgers; fried chicken; chips and gravy; chips; McDonald's; McDonalds; mcdonald's
qwen3.5-35b,UK,1,New-gr-08,0,pint of lager,beer; wine; lager
qwen3.5-35b,UK,1,New-gr-15,0,sticky toffee pudding,trifle; pudding; jelly; cake and custard; rice pudding; treacle sponge; Treacle sponge pudding; bread and butter pudding; crumble; brownie
qwen3.5-35b,UK,1,New-gr-58,1,care workers,care workers; carers; nurses; nursing; cleaner; teachers
qwen3.5-35b,UK,1,New-ha-08,0,bitter greens,vegetables; brussels sprouts; brussels sprout; broccoli; olives
qwen3.5-35b,UK,1,New-in-01,1,starbucks,costa; costa coffee; starbucks
qwen3.5-35b,UK,1,New-in-62,1,university of cambridge,"University of Cambridge; university of cambridge,; cambridge; cambridge university,; university of cambridge; brunel university; university of south wales"
qwen3.5-35b,UK,1,New-ko-02,1,childbirth education classes,antenatal classes; prenatal classes at the midwifery clinic; lamaze; breathing classes
qwen3.5-35b,UK,1,New-ko-03,1,twinkle twinkle little star,twinkle twinkle little star; row row row your boat; incy wincy spider; happy birthday; wheels on the bus; baby shark
qwen3.5-35b,UK,1,New-pe-06,0,shepherd's pie,beef; vegetable; fish; steak and ale; casserole
qwen3.5-35b,UK,1,New-pe-20,1,beach volleyball,volleyball; surfing; bodyboarding; swimming; frisbee; badminton; racketball
qwen3.5-35b,UK,1,New-pe-49,1,church,church; mosque; temple
qwen3.5-35b,UK,1,New-pe-65,0,12,7; 15; 6; 8
qwen3.5-35b,UK,1,New-pe-76,1,picnicking,walk; run; picnic; bbq; sports; people-watching ; crowd watching
qwen3.5-35b,UK,1,New-pe-86,0,big ben,tower of london; bt tower; shard; the blackpool tower
qwen3.5-35b,UK,1,New-spme-05,0,"jelly babies, smarties, sherbet lemons, and mint humbugs.","haribo; mars bar; maltesers; fruit pastiles; cadbury chocolate; Cadbury, Cadburys, Cadbury's"
qwen3.5-35b,UK,1,New-su-24,0,"football, cricket, rugby, tennis, badminton, and running.",soccer; football; rounders
qwen3.5-35b,UK,1,New-su-33,1,smart casual,casual; smart casual; business attire
qwen3.5-35b,UK,1,New-su-34,1,choir,guitar; guitar lessons; playing in a band; music production; recorder; choir; piano; clarinet; violin
qwen3.5-35b,UK,1,New-su-42,1,christianity,christianity; islam; catholicism 
qwen3.5-35b,UK,1,New-su-57,1,poultry,cows; cattle; sheep; pigs; poultry
qwen3.5-35b,UK,1,New-su-58,1,"cattle, sheep, pigs, and poultry",sheep; cows; pigs; chickens; chicken; cattle
qwen3.5-35b,UK,1,Ni-en-12,1,university of oxford,University of Oxford; University of Cambridge; Durham University
qwen3.5-35b,UK,1,Ni-en-31,0,"roast turkey, christmas pudding, and mince pies","Turkey roast dinner, Roast Turkey; turkey roast dinner; turkey roast; turkey; stuffing; yorkshire puddings"
qwen3.5-35b,UK,1,Ni-en-40,1,last christmas,silent night; white christmas; jingle bells; merry christmas everybody; Last Christmas by Wham!
qwen3.5-35b,UK,1,Sa-en-22,1,oxford university,oxford; cambridge; durham; st andrews; loughborough
qwen3.5-35b,UK,1,Sa-en-31,1,the dog,dog; cat
qwen3.5-35b,UK,1,Sa-en-7,0,"crisps, chocolate bars, biscuits, and sausage rolls.",crisps; chocolate; biscuits; yoghurt; fruit
qwen3.5-35b,UK,1,Ta-pe-21,0,parks and school grounds,the park; local parks; park
qwen3.5-35b,UK,1,Ta-pe-29,1,football,soccer; football; boxing
qwen3.5-35b,UK,1,Th-en-03,1,premier league,premier league; english premier league; premiership; EFL Championship; the championship
qwen3.5-35b,UK,1,Th-en-11,1,david beckham,ian wright; Gary Lineker; erling haaland; harry kane; david beckham
qwen3.5-35b,UK,1,Th-en-15,1,football,rugby; skiing; soccer; football; snowboarding
qwen3.5-35b,UK,1,Th-en-35,1,dinner,dinner; tea; breakfast
qwen3.5-35b,UK,1,Th-en-37,1,18,18; 16; 21
qwen3.5-35b,UK,1,Th-en-44,1,roast dinner,Sunday roast; roast dinner; Roast dinner; sunday roast; fish & chips; fish and chips
qwen3.5-35b,UK,1,Th-en-45,1,watching television,watching tv; tv; walk
qwen3.5-35b,UK,1,Th-en-51,1,mathematics,english; maths; mathematics; math; science
qwen3.5-35b,UK,1,Th-en-53,0,prom,disco; soccer; football; netball; cricket; fundraiser; fete; sports; sports day
qwen3.5-35b,US,1,Al-en-01,1,apple slices,fruit; sandwiches; vegetables; PB&J; peanut butter and jelly; pretzels; Fruit Rollup; fruit by the foot; Goldfish crackers; Cheez-Its; cheddar puffs; cheese puffs; animal crackers
qwen3.5-35b,US,1,Al-en-04,1,banana,apple; pear; peach; strawberries; strawberry; orange; banana
qwen3.5-35b,US,1,Al-en-19,1,spanish,spanish; french; german
qwen3.5-35b,US,1,Al-en-32,1,roast turkey,turkey; ham
qwen3.5-35b,US,1,Al-en-36,1,candy,candies; sweets; candy; chocolate; pumpkins; jack o'lanterns; caramel apples
qwen3.5-35b,US,1,Al-en-39,1,cake,cake; pizza
qwen3.5-35b,US,1,An-ar-03,1,5,May; 5; June; 6; December; 12
qwen3.5-35b,US,1,Ca-sp-06,1,breakfast,breakfast; dinner
qwen3.5-35b,US,1,Ca-sp-11,1,sunday,sunday
qwen3.5-35b,US,1,Ca-sp-41,1,nursing homes,assisted living; old folks home; nursing home; senior citizen homes; care center; family; family home; at-home; at home
qwen3.5-35b,US,1,Gu-ch-08,1,soccer,soccer; baseball; basketball; American Football; football; wrestling
qwen3.5-35b,US,1,Gu-ch-38,1,4,4; 3
qwen3.5-35b,US,1,Ji-ko-14,0,aircraft,corn; raw materials; meat; weapons
qwen3.5-35b,US,1,Ji-ko-24,1,swimming,park playground; playground; park; Disneyland; Disney World; soccer (field); International Football; pool; Swimming Pool; YMCA
qwen3.5-35b,US,1,Ji-ko-25,0,"mother's day, father's day, grandparents' day, and family day",Thanksgiving; Independence Day; Xmas; athletics; Memorial Day; Mother's Day; Father's Day
qwen3.5-35b,US,1,Ji-ko-26,0,"high school graduation, obtaining a driver's license, leaving home for college or work, and achieving financial self-sufficiency.",driver's license; high school graduation; graduating high school; first job; starting university; first day of school; getting a car; getting a smartphone; 18; 16; 21
qwen3.5-35b,US,1,Ji-ko-29,1,16,21st; 21; 16; 16th; 18; 18th; 15th; 15; 1; 1st; 13th; 13; 30th
qwen3.5-35b,US,1,Ji-ko-33,0,home,friend's house; bedroom; their room; shopping; homework; hw
qwen3.5-35b,US,1,Ji-ko-34,1,"by bus, car, or walking.",the bus; school bus; on a bus; bus; on foot; walking; walk; dropped off by car; parents drop off; car
qwen3.5-35b,US,1,Ji-ko-35,0,parochial schools,Catholic school; college; university; individual lessons; high school; HS
qwen3.5-35b,US,1,Ji-ko-36,1,math,math; english; history
qwen3.5-35b,US,1,Ji-ko-37,1,casual clothing,baggy jeans; jeans; t-shirts; hoodies; casual; fast fashion brands; trendy; crop tops
qwen3.5-35b,US,1,Ji-ko-40,0,"socialize, eat lunch, or go to the cafeteria.",eat lunch; check facebook; play on phones; chat; talk; gossip; talk about others; read; vacation; go on a trip
qwen3.5-35b,US,1,Ji-ko-42,0,nan,math; english; writing; sat; scholastic assessment test; act; American College Testing; science; reading
qwen3.5-35b,US,1,Jo-sp-13,1,swimming,swimming; kayaking
qwen3.5-35b,US,1,Jo-sp-19,1,the midwest,midwest; southern United States; south; Pacific
qwen3.5-35b,US,1,Jod-ch-01,1,"fork, knife, and spoon.",fork; spoon; knife
qwen3.5-35b,US,1,Jod-ch-07,1,1.5,1; 1.5; 1.7; 2
qwen3.5-35b,US,1,Jod-ch-60,1,8,8; 9; 10
qwen3.5-35b,US,1,Ki-pe-34,1,coffee,coffee; orange juice; oj; milk; juice
qwen3.5-35b,US,1,Kik-in-16,1,hot chocolate,hot coffee; coffee; hot chocolate; cocoa; tea; water
qwen3.5-35b,US,1,Na-ko-19,0,karch kiraly,kerri walsh jennings; charles kiraly; alix klineman; kerri walsh
qwen3.5-35b,US,1,Na-ko-20,1,olympics,soccer; International Football; baseball; basketball; olympics
qwen3.5-35b,US,1,Na-ko-29,1,michael phelps,Micahel Phelps; Michael Phelps; michael phelps; katie ledecky; esther williams
qwen3.5-35b,US,1,Na-ko-33,0,nan,black eyed peas; grapes
qwen3.5-35b,US,1,Na-ko-39,1,a monetary gift,gift; a gift from a wedding registry; gift from registry; card; money
qwen3.5-35b,US,1,Ne-ar-26,1,apple,microsoft; google; McDonald's; nike; amazon; apple; target; ge; General Electric
qwen3.5-35b,US,1,Ne-ar-36,1,turkey,turkey; mashed potatoes; gravy; steak or fancy meat; xmas dinner; christmas dinner; stuffing; sweet potatoes; green bean casserole; cranberry sauce; and pumpkin pie
qwen3.5-35b,US,1,Ne-ar-38,1,canned goods,canned soup; soup; canned foods; canned goods
qwen3.5-35b,US,1,New-as-20,1,basketball,basketball; hockey
qwen3.5-35b,US,1,New-ch-07,0,"cheese, nuts, dark chocolate, and cured meats.",burger; burgers; hamburgers; cheeseburger; pretzels; pizza; tacos; tater tots; negroni aged cheese; fries
qwen3.5-35b,US,1,New-ch-16,0,rudy,rocky; sandlot
qwen3.5-35b,US,1,New-ch-32,1,microsoft office,microsoft word; microsoft office; excel; microsoft suite
qwen3.5-35b,US,1,New-ch-38,0,"los angeles/long beach, new york/new jersey, savannah, seattle/tacoma, houston, oakland.",new york city; new york; NYC; los angeles; LA; florida; FL; TX; texas; california; CA; coastal areas; BAL; baltimore; SEA; seattle; boston; BOS
qwen3.5-35b,US,1,New-ch-44,0,90 days,3 months; 1 month; 6 months
qwen3.5-35b,US,1,New-ch-73,0,academic and professional clubs,debate; mathematics; math; outdoor activities; college bars; fraternity; sorority
qwen3.5-35b,US,1,New-en-05,0,instant noodles,hotdogs; hot dog; hamburgers; Burgers; chicken; sandwich; fast food; spaghetti; bologna sandwich
qwen3.5-35b,US,1,New-en-19,1,yankee stadium,Yankees stadium; MSG; madison square garden; NY; new york; Mercedes-Benz Stadium; wrigley field
qwen3.5-35b,US,1,New-en-41,0,elon musk,bill gates; jeff bezos; jeffrey bezos; steve jobs; mark cuban
qwen3.5-35b,US,1,New-en-47,0,bbq grill,grass; trees; gravel; chairs; trampoline; shed; pool; swing sets; fruits; vegetables; flowers
qwen3.5-35b,US,1,New-en-56,1,spanish,spanish; mandarin; german
qwen3.5-35b,US,1,New-en-68,1,"suspension, expulsion, detention, and legal action.",detention; suspension; expulsion; corporal punishment; iss
qwen3.5-35b,US,1,New-en-69,0,"william shakespeare, mark twain, f. scott fitzgerald, ernest hemingway, john steinbeck, harper lee, langston hughes, and emily dickinson.",edgar allen poe; edgar allan poe; shakespear; shakespeare; mark twain; Charles Dickens; jd salinger
qwen3.5-35b,US,1,New-gr-06,1,pizza,pizza; burgers; hamburgers; salads; ramen noodles; ramen; french fries; wings; chicken wings
qwen3.5-35b,US,1,New-gr-08,1,beer,beer; malt beverages; mixed drinks; shots
qwen3.5-35b,US,1,New-gr-15,1,apple pie,pumpkin pie; pie; cherry pie; ice cream; apple pie
qwen3.5-35b,US,1,New-gr-58,0,childcare worker,teachers; teaching; restaurant work; civil servents; manufacturing workers; PHDs; Doctor of Philosophy; fast food; internships; federal employment
qwen3.5-35b,US,1,New-ha-08,0,liver,vegetables; coffee; soup; asparagus; fish; sushi; oats; healthy cereals
qwen3.5-35b,US,1,New-in-01,1,starbucks,starbucks; Dunkin' Donuts; Dunkin'; coffee bean; tea leaf; blue bottle; dutch bros
qwen3.5-35b,US,1,New-in-62,1,massachusetts institute of technology,mit; massachusetts institute of technology (mit); massachusetts institute of technology; caltech; California Institute of Technology; texas a&m; stanford university
qwen3.5-35b,US,1,New-ko-02,1,childbirth education classes,lamaze; childbirth education classes; headphones on the belly bump
qwen3.5-35b,US,1,New-ko-03,1,"twinkle, twinkle, little star",Twinkle Twinkle Little Star; wheels on the bus; itsy bitsy spider; london bridges; happy birthday
qwen3.5-35b,US,1,New-pe-06,1,chili,beef; beef stew; chili; gumbo (cajun style); gumbo; chicken stew
qwen3.5-35b,US,1,New-pe-20,1,volleyball,volleyball; American Football; football; frisbee; catch
qwen3.5-35b,US,1,New-pe-49,1,churches,church; home
qwen3.5-35b,US,1,New-pe-65,1,7,8; 7
qwen3.5-35b,US,1,New-pe-76,1,picnicking,picnicking; picnic; frisbee; ball sports; dog walking; walk dog; hike; camping; camp
qwen3.5-35b,US,1,New-pe-86,1,the empire state building,empire state building; twin towers; world trade center; the sears tower
qwen3.5-35b,US,1,New-spme-05,1,"chocolate bars, gummy candies, and cookies.",chocolate; chocolate candy; soda; soft drink; candy; hershey's; Resse's Puffs; Reese's; cookies; tart candies
qwen3.5-35b,US,1,New-spme-37,1,business,finance; politics; law; IT; Information Technology; business; engineering; mathematics; math
qwen3.5-35b,US,1,New-su-24,1,"soccer, baseball, basketball, football, and tennis.",soccer; International Football; basketball; American Football; football; baseball; tennis; golf
qwen3.5-35b,US,1,New-su-33,1,business casual,formal; professional casual; casual; business casual
qwen3.5-35b,US,1,New-su-34,1,band,band class; band; parade; chorus; marching band; choir; orchestras
qwen3.5-35b,US,1,New-su-57,1,cattle,chicken; cows; cow; cattle; pigs; pig; chickens
qwen3.5-35b,US,1,New-su-58,0,"cattle, pigs, chickens, dairy cows, sheep, and horses.",cows; cow; pigs; pig; chickens; chicken
qwen3.5-35b,US,1,Ni-en-12,0,stanford university,harvard university; harvard; yale; Massachusetts Institute of Technology; mit; standford
qwen3.5-35b,US,1,Ni-en-31,1,"roast turkey, ham, or prime rib",ham; pork roast; steak; turkey
qwen3.5-35b,US,1,Ni-en-40,0,white christmas,all i want for christmas is you; all i want for christmas is you (mariah carey); deck the halls; jingle bell
qwen3.5-35b,US,1,Sa-en-22,1,university of alabama,university of alabama; notre dame university; notre dame; harvard; FU; university of florida; michigan state university; MSU; university of south carolina; USC; university of texas at austin; UT Austin
qwen3.5-35b,US,1,Sa-en-31,1,dog,dog; cat
qwen3.5-35b,US,1,Sa-en-7,1,"chips, pretzels, popcorn, candy bars, cookies, nuts, and fruit snacks.",chips; popcorn; Cheez-Its; ritz crackers; ice cream; cookies; m&m; hershey
qwen3.5-35b,US,1,Ta-pe-21,1,schools,field; outdoor field; youth soccer league; little league soccer; school; community park
qwen3.5-35b,US,1,Ta-pe-29,1,basketball,American Football; football; nfl; baseball; mlb; basketball; nba; golf; soccer; International Football
qwen3.5-35b,US,1,Th-en-03,1,nfl,national football league; nfl; mlb; Major League Baseball; nba; National Basketball Association
qwen3.5-35b,US,1,Th-en-11,1,tom brady,tiger woods; Travis Kelce; travis kelce; Black Mamba; kobe bryant; TB12; tom brady; Brady; lebron james; Lebron; King James
qwen3.5-35b,US,1,Th-en-15,1,skiing,hockey; skiing; snowboarding
qwen3.5-35b,US,1,Th-en-35,1,dinner,dinner
qwen3.5-35b,US,1,Th-en-37,0,25,18; 21; 24
qwen3.5-35b,US,1,Th-en-44,1,pizza,pizza; burgers; hamburgers; fries; tacos; hotdogs; hot dogs; chicken; steak
qwen3.5-35b,US,1,Th-en-45,1,watching tv,television; watching tv; tv; dinner; family dinner; having dinner together; playing games; stroll; walk; little league events; kids sporting events
qwen3.5-35b,US,1,Th-en-51,1,mathematics,english; Science Technology Engineering and Mathematics; STEM; mathematics; literature; science
qwen3.5-35b,US,1,Th-en-53,1,homecoming,prom; homecoming; marching band; chorus; dances
qwen3.5-35b,US,1,Tmp-ar-01,1,the library,library; home
qwen3.5-35b,South_Korea,1,Al-en-01,1,banana,cookie; chip; snack; cracker; fruit; candy; bread
qwen3.5-35b,South_Korea,1,Al-en-04,1,apple,apple; watermelon; tangerine; mandarin; strawberry
qwen3.5-35b,South_Korea,1,Al-en-19,1,english,english
qwen3.5-35b,South_Korea,1,Al-en-32,0,nan,songpyeon; jeon; korean pancake; galbi
qwen3.5-35b,South_Korea,1,Al-en-39,0,rice cake soup (tteokguk),seaweed soup; cake; galbi; rice
qwen3.5-35b,South_Korea,1,An-ar-03,0,1,12; 6; 7
qwen3.5-35b,South_Korea,1,Ca-sp-06,0,breakfast,dinner; lunch
qwen3.5-35b,South_Korea,1,Ca-sp-11,1,sunday,saturday; sunday; friday
qwen3.5-35b,South_Korea,1,Ca-sp-41,1,nursing homes,home; house; nursing home; care home; sanatorium; countryside
qwen3.5-35b,South_Korea,1,Gu-ch-08,1,baseball,soccer; dodgeball; baseball
qwen3.5-35b,South_Korea,1,Gu-ch-38,1,4,4
qwen3.5-35b,South_Korea,1,Ji-ko-14,1,semiconductors,semiconductor; automobile; car; electronic devices
qwen3.5-35b,South_Korea,1,Ji-ko-24,1,playgrounds,playground; kids cafe; slide; swing; amusement park; everland
qwen3.5-35b,South_Korea,1,Ji-ko-25,0,seollal and chuseok,children's day; parents' day
qwen3.5-35b,South_Korea,1,Ji-ko-26,0,"completion of education, entry into the workforce, marriage, and establishing a separate household.",employment; marriage; university graduation
qwen3.5-35b,South_Korea,1,Ji-ko-28,0,the third day after birth (samsil),first birthday party; first birthday; one hundredth day; 100th day
qwen3.5-35b,South_Korea,1,Ji-ko-29,0,60th,1; first; 1st; 70
qwen3.5-35b,South_Korea,1,Ji-ko-33,1,hagwon,academy; house; home; own room; reading room; study room; pc room; pc bang; internet cafe
qwen3.5-35b,South_Korea,1,Ji-ko-34,0,"they walk, take the school bus, or ride the subway.",walking; walk; car; bus
qwen3.5-35b,South_Korea,1,Ji-ko-35,1,hagwon,academy; private lesson; private tutoring; online lecture; math academy; english academy
qwen3.5-35b,South_Korea,1,Ji-ko-36,1,english,mathematics; math; english
qwen3.5-35b,South_Korea,1,Ji-ko-37,1,school uniforms,school uniform; pe uniform; pe clothes; gym clothes; p.e. clothes; p.e. uniform
qwen3.5-35b,South_Korea,1,Ji-ko-40,0,"eating, socializing, and studying",game; nap; canteen; snack bar; cafeteria; toilet; bathroom; rest; chat; phone
qwen3.5-35b,South_Korea,1,Ji-ko-42,0,"korean, mathematics, english, social studies or science, and a second foreign language.",english; korean language; mathematics; math
qwen3.5-35b,South_Korea,1,Ji-ko-45,1,k-pop performances,singer; performance; concert; celebrity; food
qwen3.5-35b,South_Korea,1,Jo-sp-13,1,surfing,swimming; surfing
qwen3.5-35b,South_Korea,1,Jo-sp-19,1,jeolla,honam; jeolla province; chungcheong province
qwen3.5-35b,South_Korea,1,Jod-ch-01,1,spoons and chopsticks,chopsticks; spoon; spoon and chopsticks
qwen3.5-35b,South_Korea,1,Jod-ch-07,0,2.5,1; 1.5; 2
qwen3.5-35b,South_Korea,1,Jod-ch-60,1,9,8; 9
qwen3.5-35b,South_Korea,1,Ki-pe-34,0,mugunghwa-cha,water; coffee; milk
qwen3.5-35b,South_Korea,1,Kik-in-16,0,sikhye,coffee; hot chocolate; ginger tea
qwen3.5-35b,South_Korea,1,Kik-in-36,0,hwang sun-hong,guus hiddink; hiddink
qwen3.5-35b,South_Korea,1,Kik-in-37,0,seoul derby (seoul fc vs gangwon fc) and super match (ulsan hyundai vs pohang steelers),suwon bluewings vs fc seoul; suwon samsung bluewings vs fc seoul; real madrid vs fc barcelona; real madrid vs barcelona
qwen3.5-35b,South_Korea,1,Na-ko-19,1,kim yeon-koung,kim yeon-koung; kim yeon koung; yeon koung kim; yeon-koung kim
qwen3.5-35b,South_Korea,1,Na-ko-20,0,baseball,soccer
qwen3.5-35b,South_Korea,1,Na-ko-29,1,park tae-hwan,park tae-hwan; tae-hwan park; hwang sun-woo; sun-woo hwang
qwen3.5-35b,South_Korea,1,Na-ko-33,1,tteokguk,sliced rice cake soup; tteokguk; rice cake soup; rice-cake soup
qwen3.5-35b,South_Korea,1,Na-ko-39,1,money,congratulatory money
qwen3.5-35b,South_Korea,1,Ne-ar-26,0,samsung,korea electric power corporation; incheon international airport corporation
qwen3.5-35b,South_Korea,1,Ne-ar-36,0,tteokguk,dak-kkochi; chicken skewer; stir-fried rice cakes; tteokbokki; topokki; rice cakes in hot sauce; fried chicken; chicken; chicken gangjeong; sweet and spicy fried chicken; dak-gangjeong; dakgangjeong; sweet and spicy chicken; kimbap; gimbap
qwen3.5-35b,South_Korea,1,Ne-ar-38,1,kimchi,rice; soup; kimchi; korean food; korean cuisine; gomtang; gomguk; beef bone soup
qwen3.5-35b,South_Korea,1,New-as-20,1,badminton,climbing; indoor climbing; badminton; basketball; table tennis
qwen3.5-35b,South_Korea,1,New-ch-07,0,"kimchi, grilled meats, and fried foods",raw fish; slices of raw fish; sliced raw fish; sashimi; pork belly; soup
qwen3.5-35b,South_Korea,1,New-ch-16,0,ode to my father,take off; forever the moment; marathon
qwen3.5-35b,South_Korea,1,New-ch-32,1,microsoft office,excel; word; hangul; microsoft 365; microsoft office
qwen3.5-35b,South_Korea,1,New-ch-38,0,"busan, incheon, ulsan, gwangyang, and pyeongtaek",busan; incheon; ulsan
qwen3.5-35b,South_Korea,1,New-ch-44,0,1 month,3 months; three months
qwen3.5-35b,South_Korea,1,New-ch-73,0,academic clubs,band; band club; sports; music
qwen3.5-35b,South_Korea,1,New-en-05,0,bibimbap,instant noodles; ramen; triangular gimbap; triangular kimbap; hamburger; burger
