model,country,iteration,question_id,correct,model_response,ground_truth
qwen3.5-35b,UK,1,New-ch-44,0,"there is no probation period before signing a formal contract; a formal contract is signed on day one, and the probation period typically lasts 3 to 6 months after signing.",6 weeks; six weeks; 4 weeks; four weeks; 2 months; two months; 2 weeks; two weeks
qwen3.5-35b,UK,1,New-ch-73,0,"sports clubs and societies are the most popular, followed closely by academic, professional, and cultural interest-based groups.",sports; sport clubs; golf; nightclubs; technology clubs; music clubs
qwen3.5-35b,UK,1,New-en-05,0,spaghetti bolognese,beans on toast; cheese sandwich; pasta; pizza; chips; sandwich; ready meal from the supermarket; ready meal
qwen3.5-35b,UK,1,New-en-19,1,wembley stadium,wembley; wembley stadium; white hart lane; Wimbledon stadium; wimbledon
qwen3.5-35b,UK,1,New-en-41,1,richard branson,Alan Sugar; alan sugar; richard branson; levi roots
qwen3.5-35b,UK,1,New-en-47,1,"typically, a back garden features a grass lawn, wooden fencing, a storage shed, compost bins, and hardy native or cottage-style plants.",lawn; grass; shed; trees; flowers; wooden fences; brick walls
qwen3.5-35b,UK,1,New-en-56,1,polish,hindi; urdu; polish; french; spanish; pakistani
qwen3.5-35b,UK,1,New-en-68,0,"repercussions for bad behavior include verbal warnings, behavior contracts, detention, internal suspension, fixed-term exclusion, and permanent exclusion. corporal punishment is strictly illegal under the education act 1996 (england/wales) and equivalent legislation across all uk nations. specific procedures and appeal rights vary by jurisdiction (england, scotland, wales, northern ireland) as defined by each nation's statutory guidance and school policies agreed upon by governing bodies.",detention; expulsion; exclusion; being expelled from school; extra work; school inform parents
qwen3.5-35b,UK,1,New-en-69,0,"the most commonly studied writers in uk literature classes include william shakespeare, the romantic poets (such as william wordsworth and john keats), victorian novelists (like charles dickens and the brontë sisters), and contemporary british authors (including ian mcewan and kazuo ishiguro).",william shakespeare; Shakespeare ; charles dickens; dickens; Geoffrey Chaucer; chaucer; john steinbeck; steinbeck; twain; mark twain
qwen3.5-35b,UK,1,New-gr-06,0,chicken tikka masala and street food (like fish and chips or bao buns),fast food; burgers; fried chicken; chips and gravy; chips; McDonald's; McDonalds; mcdonald's
qwen3.5-35b,UK,1,New-gr-08,0,cider,beer; wine; lager
qwen3.5-35b,UK,1,New-gr-15,0,sticky toffee pudding,trifle; pudding; jelly; cake and custard; rice pudding; treacle sponge; Treacle sponge pudding; bread and butter pudding; crumble; brownie
qwen3.5-35b,UK,1,New-gr-58,1,social care workers,care workers; carers; nurses; nursing; cleaner; teachers
qwen3.5-35b,UK,1,New-ha-08,0,"toad in the hole (specifically with a thick, grey batter)",vegetables; brussels sprouts; brussels sprout; broccoli; olives
qwen3.5-35b,UK,1,New-in-01,1,costa coffee,costa; costa coffee; starbucks
qwen3.5-35b,UK,1,New-in-62,0,imperial college london,"University of Cambridge; university of cambridge,; cambridge; cambridge university,; university of cambridge; brunel university; university of south wales"
qwen3.5-35b,UK,1,New-ko-02,1,nhs baby classes (antenatal groups),antenatal classes; prenatal classes at the midwifery clinic; lamaze; breathing classes
qwen3.5-35b,UK,1,New-ko-03,1,twinkle twinkle little star,twinkle twinkle little star; row row row your boat; incy wincy spider; happy birthday; wheels on the bus; baby shark
qwen3.5-35b,UK,1,New-pe-06,0,"there is no single definitive 'most popular' stew, though irish stew and lancashire hotpot are the most iconic and widely recognised traditional dishes.",beef; vegetable; fish; steak and ale; casserole
qwen3.5-35b,UK,1,New-pe-20,1,surfing,volleyball; surfing; bodyboarding; swimming; frisbee; badminton; racketball
qwen3.5-35b,UK,1,New-pe-49,0,"there is no single universal public building; families pray in their own homes, local places of worship, or community centers depending on their specific faith.",church; mosque; temple
qwen3.5-35b,UK,1,New-pe-65,0,11,7; 15; 6; 8
qwen3.5-35b,UK,1,New-pe-76,1,picnicking on the grass,walk; run; picnic; bbq; sports; people-watching ; crowd watching
qwen3.5-35b,UK,1,New-pe-86,1,the tower of london,tower of london; bt tower; shard; the blackpool tower
qwen3.5-35b,UK,1,New-spme-05,0,"the most popular uk sweets include haribo goldbears, fruit pastilles, liquorice allsorts, and chomp bars.","haribo; mars bar; maltesers; fruit pastiles; cadbury chocolate; Cadbury, Cadburys, Cadbury's"
qwen3.5-35b,UK,1,New-su-24,0,"parents and children commonly play together in football (soccer), cricket, tennis, and casual park games like catch or frisbee.",soccer; football; rounders
qwen3.5-35b,UK,1,New-su-33,1,"smart casual or business casual, prioritising professionalism and practicality over strict formal suits.",casual; smart casual; business attire
qwen3.5-35b,UK,1,New-su-34,1,school choirs,guitar; guitar lessons; playing in a band; music production; recorder; choir; piano; clarinet; violin
qwen3.5-35b,UK,1,New-su-42,0,"christianity is the main religion taught in most uk schools, though the curriculum is multi-faith.",christianity; islam; catholicism 
qwen3.5-35b,UK,1,New-su-57,1,sheep,cows; cattle; sheep; pigs; poultry
qwen3.5-35b,UK,1,New-su-58,1,"the most common livestock in uk agriculture are sheep (e.g., scottish blackface), cattle (e.g., holstein-friesian dairy and beef breeds), pigs, and poultry.",sheep; cows; pigs; chickens; chicken; cattle
qwen3.5-35b,UK,1,Ni-en-12,0,imperial college london,University of Oxford; University of Cambridge; Durham University
qwen3.5-35b,UK,1,Ni-en-31,1,"the traditional british christmas day menu centres on roast turkey with stuffing, roast potatoes, vegetables, and gravy, followed by christmas pudding and mince pies.","Turkey roast dinner, Roast Turkey; turkey roast dinner; turkey roast; turkey; stuffing; yorkshire puddings"
qwen3.5-35b,UK,1,Ni-en-40,0,fairytale of new york by the pogues featuring kirsty maccoll,silent night; white christmas; jingle bells; merry christmas everybody; Last Christmas by Wham!
qwen3.5-35b,UK,1,Sa-en-22,1,the university of oxford,oxford; cambridge; durham; st andrews; loughborough
qwen3.5-35b,UK,1,Sa-en-31,1,dog,dog; cat
qwen3.5-35b,UK,1,Sa-en-7,0,"popular uk snacks include pork scratchings, crisps, pasties, and tea-time treats like scones or flapjacks.",crisps; chocolate; biscuits; yoghurt; fruit
qwen3.5-35b,UK,1,Ta-pe-21,0,"children usually play soccer on local community pitches run by clubs, school playing fields, and public parks.",the park; local parks; park
qwen3.5-35b,UK,1,Ta-pe-29,1,football,soccer; football; boxing
qwen3.5-35b,UK,1,Th-en-03,1,the premier league,premier league; english premier league; premiership; EFL Championship; the championship
qwen3.5-35b,UK,1,Th-en-11,0,lionel messi,ian wright; Gary Lineker; erling haaland; harry kane; david beckham
qwen3.5-35b,UK,1,Th-en-15,1,football,rugby; skiing; soccer; football; snowboarding
qwen3.5-35b,UK,1,Th-en-35,1,dinner,dinner; tea; breakfast
qwen3.5-35b,UK,1,Th-en-37,1,18,18; 16; 21
qwen3.5-35b,UK,1,Th-en-44,1,the sunday roast,Sunday roast; roast dinner; Roast dinner; sunday roast; fish & chips; fish and chips
qwen3.5-35b,UK,1,Th-en-45,1,watching the telly together,watching tv; tv; walk
qwen3.5-35b,UK,1,Th-en-51,0,"there is no single most important subject; however, mathematics, english, and science form the prioritized 'ebacc' core for academic progression.",english; maths; mathematics; math; science
qwen3.5-35b,UK,1,Th-en-53,1,school discos,disco; soccer; football; netball; cricket; fundraiser; fete; sports; sports day
qwen3.5-35b,UK,2,Al-en-01,0,"fresh fruit pieces (like apple slices or banana), cheese sticks, and yogurt pots.",fruit; apple; breadsticks; banana; cheese; toast
qwen3.5-35b,UK,2,Al-en-04,1,bananas,apple; apples; banana
qwen3.5-35b,UK,2,Al-en-19,1,spanish,french; spanish; german
qwen3.5-35b,UK,2,Al-en-36,0,barmbrack and soul cakes,pumpkin; pumpkins; sweets; chocolate
qwen3.5-35b,UK,2,Al-en-39,1,"the standard birthday food in the uk is a sweet birthday cake, typically accompanied by other treats like mince pies in winter or savory snacks at parties.",cake; birthday cake
qwen3.5-35b,UK,2,An-ar-03,1,5,5; 6
qwen3.5-35b,UK,2,Ca-sp-06,0,"there is no single most important meal; cultural significance varies by region, class, and occasion, though the sunday roast is often the most valued communal event.",breakfast; dinner; evening meal; supper; lunch
qwen3.5-35b,UK,2,Ca-sp-11,1,sunday,sunday; saturday; friday
qwen3.5-35b,UK,2,Ca-sp-41,0,"the vast majority of dependent elderly people in the uk live in their own private homes or the homes of family members, a practice known as 'aging in place'.",care homes; retirement homes; sheltered accomodation; with relatives; with family
qwen3.5-35b,UK,2,Gu-ch-08,0,swimming,soccer; football; rugby; egg and spoon; netball; cricket
qwen3.5-35b,UK,2,Gu-ch-38,1,3,3
qwen3.5-35b,UK,2,Ji-ko-24,0,parks and open spaces,park; soft play; playground; indoor play gym
qwen3.5-35b,UK,2,Ji-ko-25,0,"uk family holidays include statutory bank holidays like christmas, new year's day, good friday, easter monday, and may/summer/bank holidays, alongside significant cultural observances such as st. george's, st. david's, st. patrick's, and st. andrew's days, which vary in public holiday status across england, scotland, wales, and northern ireland.",christmas; easter; new year; caravan holidays; mother's day; father's day
qwen3.5-35b,UK,2,Ji-ko-26,0,"the key statutory milestones are age 16 (partial legal autonomy and leaving compulsory education) and age 18 (full legal adulthood), though practical residential and financial independence is increasingly delayed into the late twenties due to housing costs and higher education.",driving test at 17; passing driving test; driving; going to university; leaving school for university; leaving home; school; job; becoming an adult
qwen3.5-35b,UK,2,Ji-ko-28,0,there is no single statutory or traditional 'first day' for celebration in the uk; informal visits and celebrations typically occur within the first few days to two weeks.,first birthday; birthday; christening; Baptism
qwen3.5-35b,UK,2,Ji-ko-29,0,the 50th birthday,1; 18; 21
qwen3.5-35b,UK,2,Ji-ko-33,0,"most uk high school students return home to complete homework, eat a family meal, or relax on digital devices, though many also attend extracurricular activities or part-time jobs.",canteen; back to school; home; form time
qwen3.5-35b,UK,2,Ji-ko-34,0,"school children in the uk (typically aged 4–11) attend 'primary' rather than 'elementary' schools; they travel primarily by walking, cycling, or being driven by parents, with free bus transport provided by local authorities only for those living beyond statutory walking distances (3 miles in england, 2 miles in wales and scotland).",walk; car; bus
qwen3.5-35b,UK,2,Ji-ko-35,0,day schools,"boarding school; private school, public school, independent school; boarding schools"
qwen3.5-35b,UK,2,Ji-ko-36,0,there is no single subject; the vast majority of students attend generalist academies or private schools offering a broad curriculum.,"english; maths; math, mathematics; science"
qwen3.5-35b,UK,2,Ji-ko-37,0,"students typically wear a school uniform consisting of a blazer, tie, collared shirt or blouse, and either trousers, a skirt, or a pinafore, alongside a specific pe kit.",uniform; blazer; tie; jacket; trousers; skirt; shirt; black trousers
qwen3.5-35b,UK,2,Ji-ko-40,0,"high school students in the uk typically use the mid-morning 'break' (10–15 minutes) to socialize in corridors or the playground, often purchasing quick snacks like crisps, sweets, or drinks from the tuck shop.","eat lunch; work part-time; go outside; talk with friends from different classes.; talk, chat, socialise"
qwen3.5-35b,UK,2,Ji-ko-42,0,there are no required subjects in a uk university entrance exam because no single national entrance exam exists with mandatory subjects.,english; maths; mathematics; math; critical thinking; science
qwen3.5-35b,UK,2,Ji-ko-45,0,"the opportunity to socialise, form new friendships, and experience the intense, inclusive atmosphere of freshers' week events.",alcohol; drinking; pub crawl; music; find a hook up; sexual encounter; drugs; beer
qwen3.5-35b,UK,2,Jo-sp-13,1,swimming,swimming; rowing; sailing
qwen3.5-35b,UK,2,Jo-sp-19,0,the east of england,yorkshire; oxfordshire; wales; west country; sussex; gloucestershire; scotland; south west
qwen3.5-35b,UK,2,Jod-ch-01,0,"the most common utensils are the standard dinner fork, knife, and spoon found in nearly every household, supplemented by specialized items like soup spoons, dessert spoons, fish knives, and meat cleavers for roasts.",knife; fork; fork ; spoon
qwen3.5-35b,UK,2,Jod-ch-07,0,1.2,2; 1.5; 1; 2.5
qwen3.5-35b,UK,2,Jod-ch-60,1,8,8; 12; 7
qwen3.5-35b,UK,2,Ki-pe-34,1,"tea is the most traditional and widespread choice, followed closely by coffee.",coffee; tea; juice; fruit juice
qwen3.5-35b,UK,2,Kik-in-16,1,tea,tea; hot chocolate; coffee; bovril
qwen3.5-35b,UK,2,Kik-in-37,1,"celtic vs rangers (old firm), manchester united vs manchester city (manchester derby), liverpool vs everton (merseyside derby), leeds united vs bradford city (broadfield derby), and rangers vs celtic (old firm)",celtic vs rangers; liverpool vs everton; tottenham vs arsenal; spurs vs arsenal; newcastle vs sunderland; man utd vs man city; liverpool vs manchester united
qwen3.5-35b,UK,2,Na-ko-20,0,the fifa world cup and the uefa european championship (football),soccer; football; cricket; swimming; World Club; FIFA Club World Club; FIFA; world cup football
qwen3.5-35b,UK,2,Na-ko-29,0,adam peaty,duncan goodhew; sharron davies; Tom Daley
qwen3.5-35b,UK,2,Na-ko-39,1,"a congratulatory card, often containing a monetary gift.",gift from the wedding list; gifts; wedding gift; a hand shake; handshake; throwing confetti; a round of applause; kiss on the cheek; big hug; money; cards; homeware
qwen3.5-35b,UK,2,Ne-ar-09,0,"british muslims typically celebrate eid ul fitr with a festive feast featuring shared dishes like biryani, kebabs, nihari, and sheer khurma, reflecting diverse south asian heritages including punjabi, bengali, and kashmiri traditions.",rice
qwen3.5-35b,UK,2,Ne-ar-26,0,royal mail group,bbc; hsbc
qwen3.5-35b,UK,2,Ne-ar-36,1,"roast turkey with stuffing, roast potatoes, vegetables, and christmas pudding.",turkey and the trimmings; christmas dinner; roast meat; roast beef; turkey; roast chicken; roast lamb; burn supper
qwen3.5-35b,UK,2,Ne-ar-38,0,non-perishable emergency food parcels containing shelf-stable staples.,"tinned food; tins; tinned foods, canned foods, tinned food, cans, tins, tinned goods, canned goods; canned goods; canned food"
qwen3.5-35b,UK,2,New-as-20,1,swimming,swimming; netball; badminton; crossfit; gymnastics; tennis
qwen3.5-35b,UK,2,New-ch-07,1,"common pairings include salted crisps, pork scratchings, mature cheddar cheese, pickled onions, and roasted nuts.",chips; chinese; kebab; crisps; cheese; pork scratchings; curry; nuts
qwen3.5-35b,UK,2,New-ch-16,1,chariots of fire,bend it like beckham; ferrari; chariots of fire; The Brothers Grimsby
qwen3.5-35b,UK,2,New-ch-32,0,"microsoft 365 is the dominant office software suite in the uk workplace, particularly within government, finance, and large enterprises, though google workspace is increasingly prevalent among tech startups and agile teams.",microsoft office; google workspace ; word; excel; outlook; oracle
qwen3.5-35b,UK,2,New-ch-38,0,"major hubs include the south east (london, felixstowe), the north west (liverpool), the east of england (ipswich, hull), the north east (teesside), and scotland (glasgow, grangemouth), with significant activity also in freeports across the midlands and wales.",london; scotland; wales; kent; portsmouth; liverpool; bristol; dover; north east
qwen3.5-35b,UK,2,New-ch-44,0,"there is no probation period before signing a formal contract in the uk; the contract must be provided on the first day of work, after which a typical probation period lasts 3 to 6 months.",6 weeks; six weeks; 4 weeks; four weeks; 2 months; two months; 2 weeks; two weeks
qwen3.5-35b,UK,2,New-ch-73,0,sports and recreational societies are the most popular clubs among uk university students.,sports; sport clubs; golf; nightclubs; technology clubs; music clubs
qwen3.5-35b,UK,2,New-en-05,0,spaghetti bolognese,beans on toast; cheese sandwich; pasta; pizza; chips; sandwich; ready meal from the supermarket; ready meal
qwen3.5-35b,UK,2,New-en-19,1,wembley stadium,wembley; wembley stadium; white hart lane; Wimbledon stadium; wimbledon
qwen3.5-35b,UK,2,New-en-41,1,sir richard branson,Alan Sugar; alan sugar; richard branson; levi roots
qwen3.5-35b,UK,2,New-en-47,0,"a wooden fence, a lawn, a garden shed, and hardy plants such as roses, lavender, or native shrubs.",lawn; grass; shed; trees; flowers; wooden fences; brick walls
qwen3.5-35b,UK,2,New-en-56,1,polish,hindi; urdu; polish; french; spanish; pakistani
qwen3.5-35b,UK,2,New-en-68,0,"repercussions range from verbal warnings and behavior contracts to fixed-term or permanent exclusions, with corporal punishment strictly prohibited and physical restraint only permitted to prevent harm.",detention; expulsion; exclusion; being expelled from school; extra work; school inform parents
qwen3.5-35b,UK,2,New-en-69,0,"commonly studied writers include william shakespeare, jane austen, charles dickens, the romantic poets (such as wordsworth and keats), and contemporary diverse voices like chinua achebe, jeanette winterson, and malorie blackman.",william shakespeare; Shakespeare ; charles dickens; dickens; Geoffrey Chaucer; chaucer; john steinbeck; steinbeck; twain; mark twain
qwen3.5-35b,UK,2,New-gr-06,0,"there is no single 'most popular' food, but chicken-based dishes (particularly chicken burgers) and pizza are the dominant categories, with indian curry and asian fusion takeaways being the most consistently ordered cuisines.",fast food; burgers; fried chicken; chips and gravy; chips; McDonald's; McDonalds; mcdonald's
qwen3.5-35b,UK,2,New-gr-08,0,cider,beer; wine; lager
qwen3.5-35b,UK,2,New-gr-15,1,trifle,trifle; pudding; jelly; cake and custard; rice pudding; treacle sponge; Treacle sponge pudding; bread and butter pudding; crumble; brownie
qwen3.5-35b,UK,2,New-gr-58,0,social care workers and hospitality staff are widely considered underpaid in the uk.,care workers; carers; nurses; nursing; cleaner; teachers
qwen3.5-35b,UK,2,New-ha-08,0,stewed fruit (particularly stewed rhubarb or prunes),vegetables; brussels sprouts; brussels sprout; broccoli; olives
qwen3.5-35b,UK,2,New-in-01,1,costa coffee,costa; costa coffee; starbucks
qwen3.5-35b,UK,2,New-in-62,1,university of cambridge,"University of Cambridge; university of cambridge,; cambridge; cambridge university,; university of cambridge; brunel university; university of south wales"
qwen3.5-35b,UK,2,New-ko-02,1,nhs antenatal classes,antenatal classes; prenatal classes at the midwifery clinic; lamaze; breathing classes
qwen3.5-35b,UK,2,New-ko-03,1,twinkle twinkle little star,twinkle twinkle little star; row row row your boat; incy wincy spider; happy birthday; wheels on the bus; baby shark
qwen3.5-35b,UK,2,New-pe-06,0,there is no single dominant 'most popular' stew in the uk today.,beef; vegetable; fish; steak and ale; casserole
qwen3.5-35b,UK,2,New-pe-20,0,beach cricket,volleyball; surfing; bodyboarding; swimming; frisbee; badminton; racketball
qwen3.5-35b,UK,2,New-pe-49,0,"families in the uk primarily gather to pray together in their private homes, while also utilizing faith-specific communal buildings such as churches, mosques, temples, synagogues, and gurdwaras depending on their tradition.",church; mosque; temple
qwen3.5-35b,UK,2,New-pe-65,0,11,7; 15; 6; 8
qwen3.5-35b,UK,2,New-pe-76,0,"dog walking, picnicking, and casual sports like cricket or frisbee.",walk; run; picnic; bbq; sports; people-watching ; crowd watching
qwen3.5-35b,UK,2,New-pe-86,1,the tower of london,tower of london; bt tower; shard; the blackpool tower
qwen3.5-35b,UK,2,New-spme-05,0,"jelly babies, fruit pastilles, smarties, and boiled lollies are among the most popular sweets in the uk.","haribo; mars bar; maltesers; fruit pastiles; cadbury chocolate; Cadbury, Cadburys, Cadbury's"
qwen3.5-35b,UK,2,New-su-24,0,"common activities include informal football (soccer), badminton, cricket, and frisbee, often played in private gardens or local parks.",soccer; football; rounders
qwen3.5-35b,UK,2,New-su-33,1,"the common dress code is smart casual or business casual, prioritizing a tidy, professional, and practical appearance suitable for active classroom management.",casual; smart casual; business attire
qwen3.5-35b,UK,2,New-su-34,1,school choirs,guitar; guitar lessons; playing in a band; music production; recorder; choir; piano; clarinet; violin
qwen3.5-35b,UK,2,New-su-42,1,christianity,christianity; islam; catholicism 
qwen3.5-35b,UK,2,New-su-57,1,sheep,cows; cattle; sheep; pigs; poultry
qwen3.5-35b,UK,2,New-su-58,1,"the primary livestock species in uk agriculture are cattle (for beef and dairy), sheep (for meat and wool), pigs (for pork), and poultry (for meat and eggs).",sheep; cows; pigs; chickens; chicken; cattle
qwen3.5-35b,UK,2,Ni-en-12,1,university of oxford,University of Oxford; University of Cambridge; Durham University
qwen3.5-35b,UK,2,Ni-en-31,1,"the traditional uk christmas day meal typically features roast turkey, roast potatoes, vegetables (such as brussels sprouts and carrots), stuffing, pork or beef, gravy, and christmas pudding with brandy butter or custard, often accompanied by mince pies.","Turkey roast dinner, Roast Turkey; turkey roast dinner; turkey roast; turkey; stuffing; yorkshire puddings"
qwen3.5-35b,UK,2,Ni-en-40,0,fairytale of new york by the pogues featuring kirsty maccoll,silent night; white christmas; jingle bells; merry christmas everybody; Last Christmas by Wham!
qwen3.5-35b,UK,2,Sa-en-22,0,the university of oxford and the university of cambridge (jointly),oxford; cambridge; durham; st andrews; loughborough
qwen3.5-35b,UK,2,Sa-en-31,1,the dog,dog; cat
qwen3.5-35b,UK,2,Sa-en-7,0,"popular uk snacks include crisps (especially cheese and onion), chocolate bars (such as dairy milk and galaxy), jaffa cakes, digestive biscuits, pork scratchings, and pasties.",crisps; chocolate; biscuits; yoghurt; fruit
qwen3.5-35b,UK,2,Ta-pe-21,0,"local public parks, school playing fields, and residential streets.",the park; local parks; park
qwen3.5-35b,UK,2,Ta-pe-29,1,football (specifically the premier league),soccer; football; boxing
qwen3.5-35b,UK,2,Th-en-03,1,the premier league,premier league; english premier league; premiership; EFL Championship; the championship
qwen3.5-35b,UK,2,Th-en-11,1,"no single sportsperson holds a permanent title, but historically and currently, figures like david beckham, sir mo farah, and lewis hamilton are frequently cited as the most popular.",ian wright; Gary Lineker; erling haaland; harry kane; david beckham
qwen3.5-35b,UK,2,Th-en-15,1,football,rugby; skiing; soccer; football; snowboarding
