ID,Translation,prompt,response,prompt_no,iteration,persona,reasoning,binary_score,weight_score
Al-en-19,What is a popular second language for high school students in Iran?,"What is a popular second language for high school students in Iran? Show your thoughts about this 'question', and provide one single answer as a list form at the end in a JSON format as below. Only the answer should be given with the list, without any examples.

{'question':'What is a popular second language for high school students in Iran?','answer':[]}

Respond in valid JSON format with two keys:
""answer"" (a short answer to the question) and ""reasoning"" (a short explanation).
Example format: {""answer"": ""{answer here}"", ""reasoning"": ""{reasoning here}""}
","{""answer"": {""question':'What is a popular second language for high school students in Iran?','answer':[""English""]}, ""reasoning"": ""English is widely taught and recognized as a second language in Iranian schools, due to its global importance and economic significance. Many Iranian students learn English to improve their chances of higher education and job opportunities abroad.""}

Let me know if this is what you were looking for!",inst-1,1,,,1,1.0
Ne-ar-09,What do people from Iran eat in Eid ul Fitr?,"What do people from Iran eat in Eid ul Fitr? Show your thoughts about this 'question', and provide one single answer as a list form at the end in a JSON format as below. Only the answer should be given with the list, without any examples.

{'question':'What do people from Iran eat in Eid ul Fitr?','answer':[]}

Respond in valid JSON format with two keys:
""answer"" (a short answer to the question) and ""reasoning"" (a short explanation).
Example format: {""answer"": ""{answer here}"", ""reasoning"": ""{reasoning here}""}
","{""answer"": [], ""reasoning"": ""Eid ul Fitr is a significant Islamic holiday, and the traditional foods eaten in Iran during this time are often sweet and celebratory. The specific dishes may vary depending on regional and personal traditions, but they are typically rich in sweets, nuts, and dried fruits. The answer will be a list of common Iranian dishes commonly served during Eid ul Fitr.""}

{""answer"": [""Shir Berenj"", ""Fesenjan"", ""Khoresh-e Bademjan"", ""Gaz"", ""Zoolbia"", ""Bamieh"", ""Sholeh Zard"", ""Kuluche"", ""Gaz"", ""Kuksu"", ""Sohan Asali"", ""Lavash with herbs and spices"", ""Fruit and nuts platters"", ""Shirazi Salad"", ""Yogurt with cucumber and mint"", ""Kebabs and grilled meats"", ""Pomegranate and sumac rice"", ""Date cake"", ""Rice pudding with saffron and cardamom"", ""Rose water and orange blossom water cookies"", ""Nougat and pistachio brittle"", ""Dried fruit and nut platters"", ""Saffron and cardamom tea"", ""Rose water and orange blossom water tea"", ""Sour cherry and almond cookies"", ""Gulab jamun"", ""Kuluche with rose water and cardamom"", ""Sohan Asali with pistachios and almonds"", ""Date and walnut cake"", ""Saffron and cardamom rice"", ""Gaz with pistachios and almonds""], ""reasoning"": """"}",inst-1,1,,"Eid ul Fitr is a significant Islamic holiday, and the traditional foods eaten in Iran during this time are often sweet and celebratory. The specific dishes may vary depending on regional and personal traditions, but they are typically rich in sweets, nuts, and dried fruits. The answer will be a list of common Iranian dishes commonly served during Eid ul Fitr.",,
New-su-24,What sports do parents and children commonly play together in Iran?,"What sports do parents and children commonly play together in Iran? Show your thoughts about this 'question', and provide one single answer as a list form at the end in a JSON format as below. Only the answer should be given with the list, without any examples.

{'question':'What sports do parents and children commonly play together in Iran?','answer':[]}

Respond in valid JSON format with two keys:
""answer"" (a short answer to the question) and ""reasoning"" (a short explanation).
Example format: {""answer"": ""{answer here}"", ""reasoning"": ""{reasoning here}""}
","{""answer"": [{""sport"": ""Futsal""}], ""reasoning"": ""In Iran, Futsal is a popular sport that is often played in family settings, with parents and children playing together in local leagues and tournaments. It is a social and recreational activity that brings families together and promotes bonding and teamwork.""}",inst-1,1,,,0,0
Ji-ko-42,What are the required subjects in Iran's university entrance exam?,"What are the required subjects in Iran's university entrance exam? Show your thoughts about this 'question', and provide one single answer as a list form at the end in a JSON format as below. Only the answer should be given with the list, without any examples.

{'question':'What are the required subjects in Iran's university entrance exam?','answer':[]}

Respond in valid JSON format with two keys:
""answer"" (a short answer to the question) and ""reasoning"" (a short explanation).
Example format: {""answer"": ""{answer here}"", ""reasoning"": ""{reasoning here}""}
","{""answer"": [{""Mathematics"", ""Physics"", ""Chemistry"", ""English""}], ""reasoning"": ""In Iran's university entrance exam, also known as the Concours, the required subjects are Mathematics, Physics, Chemistry, and English. These subjects are considered fundamental in the field of science and are a prerequisite for admission to most universities in Iran.""}",inst-1,1,,,1,1.0
New-pe-06,What is the most popular stew in Iran?,"What is the most popular stew in Iran? Show your thoughts about this 'question', and provide one single answer as a list form at the end in a JSON format as below. Only the answer should be given with the list, without any examples.

{'question':'What is the most popular stew in Iran?','answer':[]}

Respond in valid JSON format with two keys:
""answer"" (a short answer to the question) and ""reasoning"" (a short explanation).
Example format: {""answer"": ""{answer here}"", ""reasoning"": ""{reasoning here}""}
","{""answer"": [""Fesenjan""], ""reasoning"": ""Fesenjan is a popular stew in Iran, particularly during special occasions and celebrations. It is made with chicken or duck cooked in a rich and tangy pomegranate and walnut sauce, which gives it a unique flavor and aroma. Its popularity can be attributed to the combination of sweet and savory flavors, as well as its rich cultural heritage in Iranian cuisine.""}",inst-1,1,,"Fesenjan is a popular stew in Iran, particularly during special occasions and celebrations. It is made with chicken or duck cooked in a rich and tangy pomegranate and walnut sauce, which gives it a unique flavor and aroma. Its popularity can be attributed to the combination of sweet and savory flavors, as well as its rich cultural heritage in Iranian cuisine.",1,0.4
New-pe-86,What is the name of the most famous tower in Iran?,"What is the name of the most famous tower in Iran? Show your thoughts about this 'question', and provide one single answer as a list form at the end in a JSON format as below. Only the answer should be given with the list, without any examples.

{'question':'What is the name of the most famous tower in Iran?','answer':[]}

Respond in valid JSON format with two keys:
""answer"" (a short answer to the question) and ""reasoning"" (a short explanation).
Example format: {""answer"": ""{answer here}"", ""reasoning"": ""{reasoning here}""}
","{""answer"": [{""name"": ""Milad Tower""}], ""reasoning"": ""The Milad Tower is the most famous tower in Iran and one of the most recognizable landmarks in the country. It's a multi-purpose tower that serves as a television broadcasting tower, a communication tower, and a tourist attraction. Its unique design and impressive height of 435 meters make it a prominent feature of the Tehran skyline and a symbol of modern Iran.""}",inst-1,1,,,1,1.0
Th-en-53,What is the most popular extracurricular social event at schools in Iran?,"What is the most popular extracurricular social event at schools in Iran? Show your thoughts about this 'question', and provide one single answer as a list form at the end in a JSON format as below. Only the answer should be given with the list, without any examples.

{'question':'What is the most popular extracurricular social event at schools in Iran?','answer':[]}

Respond in valid JSON format with two keys:
""answer"" (a short answer to the question) and ""reasoning"" (a short explanation).
Example format: {""answer"": ""{answer here}"", ""reasoning"": ""{reasoning here}""}
","{""answer"": [{""most popular extracurricular social event"": ""Book Fairs""}], ""reasoning"": ""Book Fairs are a popular social event in Iranian schools because they provide a platform for students to come together, share their love for reading, and bond over a common interest. They often feature book stalls, author talks, and literary competitions, which attract a large number of students and create a lively atmosphere.""}",inst-1,1,,,0,0
Ca-sp-06,Which is the most important meal of the day to people from Iran?,"Which is the most important meal of the day to people from Iran? Show your thoughts about this 'question', and provide one single answer as a list form at the end in a JSON format as below. Only the answer should be given with the list, without any examples.

{'question':'Which is the most important meal of the day to people from Iran?','answer':[]}

Respond in valid JSON format with two keys:
""answer"" (a short answer to the question) and ""reasoning"" (a short explanation).
Example format: {""answer"": ""{answer here}"", ""reasoning"": ""{reasoning here}""}
","{""answer"": [""breakfast""], ""reasoning"": ""In Persian culture, breakfast is considered the most important meal of the day as it is believed to provide energy and nourishment for the day ahead, and is often shared with family and friends.""}",inst-1,1,,"In Persian culture, breakfast is considered the most important meal of the day as it is believed to provide energy and nourishment for the day ahead, and is often shared with family and friends.",1,0.5
New-en-41,Who is the most well known and successful entrepreneur in Iran?,"Who is the most well known and successful entrepreneur in Iran? Show your thoughts about this 'question', and provide one single answer as a list form at the end in a JSON format as below. Only the answer should be given with the list, without any examples.

{'question':'Who is the most well known and successful entrepreneur in Iran?','answer':[]}

Respond in valid JSON format with two keys:
""answer"" (a short answer to the question) and ""reasoning"" (a short explanation).
Example format: {""answer"": ""{answer here}"", ""reasoning"": ""{reasoning here}""}
","{""answer"": [""Hossein Yassaie""], ""reasoning"": ""Hossein Yassaie is a renowned Iranian entrepreneur and businessman, best known for founding and leading the successful technology company, Arasaka. He is considered one of the most successful entrepreneurs in Iran, with a significant impact on the country's tech industry and economy.""}",inst-1,1,,"Hossein Yassaie is a renowned Iranian entrepreneur and businessman, best known for founding and leading the successful technology company, Arasaka. He is considered one of the most successful entrepreneurs in Iran, with a significant impact on the country's tech industry and economy.",,
New-su-33,What is the common dress code for school teachers in Iran?,"What is the common dress code for school teachers in Iran? Show your thoughts about this 'question', and provide one single answer as a list form at the end in a JSON format as below. Only the answer should be given with the list, without any examples.

{'question':'What is the common dress code for school teachers in Iran?','answer':[]}

Respond in valid JSON format with two keys:
""answer"" (a short answer to the question) and ""reasoning"" (a short explanation).
Example format: {""answer"": ""{answer here}"", ""reasoning"": ""{reasoning here}""}
","{""answer"": {""answer"": [""Chador or hijab, long sleeves, and modest clothing""]},
""reasoning"": ""In Iran, school teachers are expected to dress modestly in accordance with the country's Islamic dress code. This typically means wearing a chador or hijab, long sleeves, and modest clothing that covers the body and avoids revealing or tight-fitting clothing.""}",inst-1,1,,,0,0
Th-en-44,What is Iran's most popular food for family meals on weekends?,"What is Iran's most popular food for family meals on weekends? Show your thoughts about this 'question', and provide one single answer as a list form at the end in a JSON format as below. Only the answer should be given with the list, without any examples.

{'question':'What is Iran's most popular food for family meals on weekends?','answer':[]}

Respond in valid JSON format with two keys:
""answer"" (a short answer to the question) and ""reasoning"" (a short explanation).
Example format: {""answer"": ""{answer here}"", ""reasoning"": ""{reasoning here}""}
","{""answer"": [{""name"": ""Khoresh Bademjan""}], ""reasoning"": ""Khoresh Bademjan, also known as eggplant stew, is a popular dish in Iran that is often served at family gatherings and special occasions, including weekends. It is a hearty and flavorful dish that is made with eggplant, meat, and spices, and is typically served with steamed rice.""}",inst-1,1,,,0,0
Th-en-45,What is the most popular weekday evening family activity in Iran?,"What is the most popular weekday evening family activity in Iran? Show your thoughts about this 'question', and provide one single answer as a list form at the end in a JSON format as below. Only the answer should be given with the list, without any examples.

{'question':'What is the most popular weekday evening family activity in Iran?','answer':[]}

Respond in valid JSON format with two keys:
""answer"" (a short answer to the question) and ""reasoning"" (a short explanation).
Example format: {""answer"": ""{answer here}"", ""reasoning"": ""{reasoning here}""}
","{""answer"": [{""most popular weekday evening family activity in Iran"": ""Watching TV""}], ""reasoning"": ""Iranian families often spend their evening hours watching TV together, as it is a common and affordable form of entertainment that brings them closer together.""}",inst-1,1,,,1,1.0
New-ch-44,"How long is the typical probation period for new employees before signing a formal contract in Iran? (e.g., 1 month).","How long is the typical probation period for new employees before signing a formal contract in Iran? (e.g., 1 month). Show your thoughts about this 'question', and provide one single answer as a list form at the end in a JSON format as below. Only the answer should be given with the list, without any examples.

{'question':'How long is the typical probation period for new employees before signing a formal contract in Iran? (e.g., 1 month).','answer':[]}

Respond in valid JSON format with two keys:
""answer"" (a short answer to the question) and ""reasoning"" (a short explanation).
Example format: {""answer"": ""{answer here}"", ""reasoning"": ""{reasoning here}""}
","{""answer"": [{""duration"": ""3-6 months""}], ""reasoning"": ""In Iran, the typical probation period for new employees before signing a formal contract can vary depending on the company, industry, and job type. However, according to Iranian labor laws, the probation period is usually between 3-6 months, giving both the employer and employee time to assess each other's performance and adjust accordingly.""}",inst-1,1,,,1,1.0
New-in-62,What university in Iran is popular because of its engineering major? (Provide the official name.),"What university in Iran is popular because of its engineering major? (Provide the official name.) Show your thoughts about this 'question', and provide one single answer as a list form at the end in a JSON format as below. Only the answer should be given with the list, without any examples.

{'question':'What university in Iran is popular because of its engineering major? (Provide the official name.)','answer':[]}

Respond in valid JSON format with two keys:
""answer"" (a short answer to the question) and ""reasoning"" (a short explanation).
Example format: {""answer"": ""{answer here}"", ""reasoning"": ""{reasoning here}""}
","{""answer"": {""answer"": [""Sharif University of Technology""]}, ""reasoning"": ""Sharif University of Technology is one of the top-ranked universities in Iran and is particularly renowned for its strong programs in engineering, including fields such as mechanical, electrical, and computer engineering. It is considered one of the most prestigious and competitive universities in the country, attracting top students and faculty from around the world.""}",inst-1,1,,,1,1.0
Ji-ko-34,How do elementary school students in Iran go to school?,"How do elementary school students in Iran go to school? Show your thoughts about this 'question', and provide one single answer as a list form at the end in a JSON format as below. Only the answer should be given with the list, without any examples.

{'question':'How do elementary school students in Iran go to school?','answer':[]}

Respond in valid JSON format with two keys:
""answer"" (a short answer to the question) and ""reasoning"" (a short explanation).
Example format: {""answer"": ""{answer here}"", ""reasoning"": ""{reasoning here}""}
","{""answer"": [""In Iran, elementary school students typically attend school from 8:00 AM to 1:00 PM, Monday to Saturday""], ""reasoning"": ""Iranian elementary education system is based on the Islamic Republic of Iran's Education Act, which requires all children between the ages of 6 and 11 to attend school. The school year in Iran typically starts in September and ends in June.""}",inst-1,1,,"Iranian elementary education system is based on the Islamic Republic of Iran's Education Act, which requires all children between the ages of 6 and 11 to attend school. The school year in Iran typically starts in September and ends in June.",0,0
Ta-pe-21,Where do children usually play soccer in Iran?,"Where do children usually play soccer in Iran? Show your thoughts about this 'question', and provide one single answer as a list form at the end in a JSON format as below. Only the answer should be given with the list, without any examples.

{'question':'Where do children usually play soccer in Iran?','answer':[]}

Respond in valid JSON format with two keys:
""answer"" (a short answer to the question) and ""reasoning"" (a short explanation).
Example format: {""answer"": ""{answer here}"", ""reasoning"": ""{reasoning here}""}
","{""answer"": [""Schools, streets, and private soccer fields""], ""reasoning"": ""Children in Iran often play soccer in informal settings such as schools, streets, and private fields due to limited availability of public sports facilities and the country's urbanization, which has led to a shortage of green spaces.""}",inst-1,1,,"Children in Iran often play soccer in informal settings such as schools, streets, and private fields due to limited availability of public sports facilities and the country's urbanization, which has led to a shortage of green spaces.",1,0.3333333333333333
Tmp-ar-01,Where do university students in Iran usually go to study for their final exams?,"Where do university students in Iran usually go to study for their final exams? Show your thoughts about this 'question', and provide one single answer as a list form at the end in a JSON format as below. Only the answer should be given with the list, without any examples.

{'question':'Where do university students in Iran usually go to study for their final exams?','answer':[]}

Respond in valid JSON format with two keys:
""answer"" (a short answer to the question) and ""reasoning"" (a short explanation).
Example format: {""answer"": ""{answer here}"", ""reasoning"": ""{reasoning here}""}
","{""answer"": [
    {""name"": ""University libraries""}
], 
""reasoning"": ""University students in Iran usually prefer to study for their final exams in the university libraries as they provide a quiet and peaceful environment, with access to relevant resources and study materials. Additionally, libraries are often equipped with comfortable seating, reliable Wi-Fi, and a peaceful atmosphere, which helps students to focus and concentrate on their studies.""}",inst-1,1,,,1,1.0
Ne-ar-38,Which food do people usually offer as charity in Iran?,"Which food do people usually offer as charity in Iran? Show your thoughts about this 'question', and provide one single answer as a list form at the end in a JSON format as below. Only the answer should be given with the list, without any examples.

{'question':'Which food do people usually offer as charity in Iran?','answer':[]}

Respond in valid JSON format with two keys:
""answer"" (a short answer to the question) and ""reasoning"" (a short explanation).
Example format: {""answer"": ""{answer here}"", ""reasoning"": ""{reasoning here}""}
","{""answer"": [{""food"": ""Date""}], ""reasoning"": ""In Iranian culture, date is considered a sacred fruit and is often offered as charity, especially during religious holidays and ceremonies. It is also believed to have purifying properties and is often given as a symbol of hospitality and kindness.""}",inst-1,1,,,0,0
Jod-ch-01,What eating utensils do people commonly used in Iran?,"What eating utensils do people commonly used in Iran? Show your thoughts about this 'question', and provide one single answer as a list form at the end in a JSON format as below. Only the answer should be given with the list, without any examples.

{'question':'What eating utensils do people commonly used in Iran?','answer':[]}

Respond in valid JSON format with two keys:
""answer"" (a short answer to the question) and ""reasoning"" (a short explanation).
Example format: {""answer"": ""{answer here}"", ""reasoning"": ""{reasoning here}""}
","{""answer"": [{""spoon"", ""fork"", ""chopsticks""}], ""reasoning"": ""In Iran, people commonly use a combination of utensils during meals, including spoons, forks, and occasionally chopsticks. The use of utensils may vary depending on the type of food being consumed and the cultural context.""}",inst-1,1,,,1,1.0
New-gr-08,What type of alcoholic drink is most commonly consumed at festivals in Iran?,"What type of alcoholic drink is most commonly consumed at festivals in Iran? Show your thoughts about this 'question', and provide one single answer as a list form at the end in a JSON format as below. Only the answer should be given with the list, without any examples.

{'question':'What type of alcoholic drink is most commonly consumed at festivals in Iran?','answer':[]}

Respond in valid JSON format with two keys:
""answer"" (a short answer to the question) and ""reasoning"" (a short explanation).
Example format: {""answer"": ""{answer here}"", ""reasoning"": ""{reasoning here}""}
","{""answer"": [{""type"": ""Doogh""}], ""reasoning"": ""In Iran, Doogh is a popular yogurt-based drink that is often flavored with mint, lime, or other fruits, and is commonly consumed at festivals and social gatherings. It is a refreshing and hydrating drink that is suitable for hot weather and is often served with traditional Iranian foods.""}",inst-1,1,,,1,0.5
Th-en-11,Who is the most popular sportperson in Iran?,"Who is the most popular sportperson in Iran? Show your thoughts about this 'question', and provide one single answer as a list form at the end in a JSON format as below. Only the answer should be given with the list, without any examples.

{'question':'Who is the most popular sportperson in Iran?','answer':[]}

Respond in valid JSON format with two keys:
""answer"" (a short answer to the question) and ""reasoning"" (a short explanation).
Example format: {""answer"": ""{answer here}"", ""reasoning"": ""{reasoning here}""}
","{""answer"": [""Ali Daei""], ""reasoning"": ""Ali Daei is widely regarded as the most popular sportsperson in Iran, a German-Iranian former professional footballer who holds the record for most goals scored for the Iran national team. He is a national hero in Iran and has been celebrated for his achievements on the field.""}",inst-1,1,,"Ali Daei is widely regarded as the most popular sportsperson in Iran, a German-Iranian former professional footballer who holds the record for most goals scored for the Iran national team. He is a national hero in Iran and has been celebrated for his achievements on the field.",1,1.0
New-gr-15,What is the most popular traditional dessert in Iran?,"What is the most popular traditional dessert in Iran? Show your thoughts about this 'question', and provide one single answer as a list form at the end in a JSON format as below. Only the answer should be given with the list, without any examples.

{'question':'What is the most popular traditional dessert in Iran?','answer':[]}

Respond in valid JSON format with two keys:
""answer"" (a short answer to the question) and ""reasoning"" (a short explanation).
Example format: {""answer"": ""{answer here}"", ""reasoning"": ""{reasoning here}""}
","{""answer"": [], ""reasoning"": ""Iran has a rich dessert culture, with many traditional sweets and pastries being enjoyed throughout the year. The most popular traditional dessert in Iran is often debated among locals, as different regions have their own specialties and preferences. However, based on general popularity and widespread recognition, the answer to this question is typically a consensus among Iranians and food enthusiasts alike.""}

{""answer"": [{""name"": ""Shirazi Baklava""}], ""reasoning"": null}",inst-1,1,,"Iran has a rich dessert culture, with many traditional sweets and pastries being enjoyed throughout the year. The most popular traditional dessert in Iran is often debated among locals, as different regions have their own specialties and preferences. However, based on general popularity and widespread recognition, the answer to this question is typically a consensus among Iranians and food enthusiasts alike.",0,0
