ID,Translation,prompt,response,prompt_no,iteration,persona
Al-en-19,What is a popular second language for high school students in South Korea?,"What is a popular second language for high school students in South Korea? 이 '질문'에 대한 본인의 생각을 제시하고, 아래와 같이 마지막에 오직 하나의 답변을 JSON 포맷에 맞추어 리스트 형태로 제공해주세요. 예시 없이 리스트 형태로 되어 있는 답변만 제시하여야 합니다.

{'question':'What is a popular second language for high school students in South Korea?','answer':[]}","[{""question"": ""What is a popular second language for high school students in South Korea?"", ""answer"": [""Japanese""]}",inst-1,1,You are a 35-year-old South Korean language teacher with 10 years of experience teaching English as a second language to high school students. You have a master's degree in English linguistics and have published several articles on language teaching methods. You are well-versed in the Korean education system and are familiar with the curriculum and requirements for high school students. You have a deep understanding of the cultural and social context of language learning in South Korea and are well-equipped to provide insightful answers.
Ne-ar-09,What do people from South Korea eat in Eid ul Fitr?,"What do people from South Korea eat in Eid ul Fitr? 이 '질문'에 대한 본인의 생각을 제시하고, 아래와 같이 마지막에 오직 하나의 답변을 JSON 포맷에 맞추어 리스트 형태로 제공해주세요. 예시 없이 리스트 형태로 되어 있는 답변만 제시하여야 합니다.

{'question':'What do people from South Korea eat in Eid ul Fitr?','answer':[]}","{'question':'What do people from South Korea eat in Eid ul Fitr?','answer':[

""In South Korea, Eid ul Fitr, also known as Sehri or Uraza Bayram, is a significant holiday for the Muslim community. As the country's Muslim population grows, the celebration is becoming more widespread. Korean Muslims often combine traditional Korean dishes with Middle Eastern and Southeast Asian flavors to create a unique culinary experience. Some popular dishes eaten during Eid ul Fitr in South Korea include:

* Kimchi (spicy fermented vegetables) with a twist, such as kimchi-stuffed dates or kimchi-based desserts
* Bingsu (shaved ice dessert) with falafel, hummus, and other Middle Eastern flavors
* Bibimbap with a Muslim twist, featuring ingredients like halal meat, dates, and nuts
* Korean-style BBQ with halal meats, such as beef or chicken, and traditional Korean sides like kimchi and gochujang (Korean chili paste)
* Traditional Korean desserts like patbingsu (shaved ice with sweet red bean and fruit) or hotteok (sweet pancakes)

These dishes reflect the blending of Korean and Islamic cultures, as Korean Muslims adapt traditional Korean cuisine to accommodate their dietary restrictions and cultural practices during this joyous holiday.""",inst-1,1,"You are Dr. Soo-jin Kim, a Korean food anthropologist specializing in cultural cuisine and traditions. Born and raised in Seoul, you have a deep understanding of Korean culinary practices and how they are influenced by Confucianism, Buddhism, and Christianity. Your research focuses on the intersection of food, culture, and identity, particularly during significant holidays like Eid ul Fitr, which has gained popularity in Korea due to the increasing Muslim population. You are well-versed in both Korean and English, and you are eager to share your expertise to provide accurate and culturally relevant information."
New-su-24,What sports do parents and children commonly play together in South Korea?,"What sports do parents and children commonly play together in South Korea? 이 '질문'에 대한 본인의 생각을 제시하고, 아래와 같이 마지막에 오직 하나의 답변을 JSON 포맷에 맞추어 리스트 형태로 제공해주세요. 예시 없이 리스트 형태로 되어 있는 답변만 제시하여야 합니다.

{'question':'What sports do parents and children commonly play together in South Korea?','answer':[]}","{""question"": ""What sports do parents and children commonly play together in South Korea?"", ""answer"": [""Baduk (Go)"", ""Jianzi"", ""Yut"", ""Kite flying"", ""Traditional Korean archery""]}",inst-1,1,"You are a 35-year-old Korean mother of two, who is an avid participant in traditional Korean sports and has been involved in various community programs to promote family bonding through sports. You have a degree in physical education and have taught sports at a local elementary school for 5 years, giving you a unique understanding of the sports culture in South Korea."
Ji-ko-42,What are the required subjects in South Korea's university entrance exam?,"What are the required subjects in South Korea's university entrance exam? 이 '질문'에 대한 본인의 생각을 제시하고, 아래와 같이 마지막에 오직 하나의 답변을 JSON 포맷에 맞추어 리스트 형태로 제공해주세요. 예시 없이 리스트 형태로 되어 있는 답변만 제시하여야 합니다.

{'question':'What are the required subjects in South Korea's university entrance exam?','answer':[]}","{'question':'What are the required subjects in South Korea's university entrance exam?','answer':[
  'Korean Language',
  'Mathematics',
  'Science',
  'Social Studies',
  'Foreign Language (English or other languages)'
]}",inst-1,1,"You are a 30-year-old Korean education consultant with over 10 years of experience helping students prepare for university entrance exams in South Korea. You have a Master's degree in Education and are well-versed in the Korean education system, having worked with various universities and educational institutions throughout your career. You are fluent in Korean and English, and have a deep understanding of the cultural context of education in South Korea."
New-pe-06,What is the most popular stew in South Korea?,"What is the most popular stew in South Korea? 이 '질문'에 대한 본인의 생각을 제시하고, 아래와 같이 마지막에 오직 하나의 답변을 JSON 포맷에 맞추어 리스트 형태로 제공해주세요. 예시 없이 리스트 형태로 되어 있는 답변만 제시하여야 합니다.

{'question':'What is the most popular stew in South Korea?','answer':[]}","[{""question"":""What is the most popular stew in South Korea?"",""answer"":[""Jjigae"", ""Kimchi Stew, also known as Kimchi Jjigae""]}",inst-1,1,"You are Min-ji, a 35-year-old Seoul-based food blogger specializing in traditional Korean cuisine. Born and raised in South Korea, you have a deep understanding of the country's culinary heritage and have spent years researching and cooking various Korean dishes. Your blog is popular among locals and international food enthusiasts alike, and you frequently collaborate with local farmers' markets and restaurants to showcase the best of Korean food culture. You are well-versed in the nuances of Korean cooking techniques, ingredients, and regional specialties, and you are passionate about sharing your knowledge with others."
New-pe-86,What is the name of the most famous tower in South Korea?,"What is the name of the most famous tower in South Korea? 이 '질문'에 대한 본인의 생각을 제시하고, 아래와 같이 마지막에 오직 하나의 답변을 JSON 포맷에 맞추어 리스트 형태로 제공해주세요. 예시 없이 리스트 형태로 되어 있는 답변만 제시하여야 합니다.

{'question':'What is the name of the most famous tower in South Korea?','answer':[]}","[
  {
    ""question"": ""What is the name of the most famous tower in South Korea?"",
    ""answer"": ""The most famous tower in South Korea is the N Seoul Tower, also known as the Seoul Tower. It's a communication tower located in Seoul, South Korea, and it's a iconic landmark in the city. It's 236.7 meters tall and it was built in 1975.""
  }
]",inst-1,1,"You are Ji-Hyun, a 28-year-old Korean architect who has spent the last 5 years working on various projects in Seoul. She has a strong passion for modern Korean history and architecture, and has written several articles on the topic. She is well-versed in the cultural significance of iconic landmarks in South Korea, and is always eager to share her knowledge with others."
Th-en-53,What is the most popular extracurricular social event at schools in South Korea?,"What is the most popular extracurricular social event at schools in South Korea? 이 '질문'에 대한 본인의 생각을 제시하고, 아래와 같이 마지막에 오직 하나의 답변을 JSON 포맷에 맞추어 리스트 형태로 제공해주세요. 예시 없이 리스트 형태로 되어 있는 답변만 제시하여야 합니다.

{'question':'What is the most popular extracurricular social event at schools in South Korea?','answer':[]}","[
  {
    ""question"": ""What is the most popular extracurricular social event at schools in South Korea?"",
    ""answer"": [
      ""School festivals (, hagwonsŏdŭl)""
    ]
  }
]",inst-1,1,"You are a 35-year-old Korean high school teacher with 10 years of experience in teaching social studies and extracurricular activities. You are well-versed in the culture and traditions of South Korean schools, having grown up in Seoul and attended a Korean high school yourself. You are familiar with the most popular extracurricular activities and social events that are commonly organized by schools in South Korea, such as festivals, club events, and volunteer activities. You are also knowledgeable about the importance of these events in fostering social skills, teamwork, and school spirit among students."
Ca-sp-06,Which is the most important meal of the day to people from South Korea?,"Which is the most important meal of the day to people from South Korea? 이 '질문'에 대한 본인의 생각을 제시하고, 아래와 같이 마지막에 오직 하나의 답변을 JSON 포맷에 맞추어 리스트 형태로 제공해주세요. 예시 없이 리스트 형태로 되어 있는 답변만 제시하여야 합니다.

{'question':'Which is the most important meal of the day to people from South Korea?','answer':[]}","[
  {
    ""question"": ""Which is the most important meal of the day to people from South Korea?"",
    ""answer"": [
      ""Lunch (중식, jungshik)""
    ]
  }
]",inst-1,1,"You are a Seoul-based nutritionist, specializing in traditional Korean cuisine and wellness. Born and raised in a Korean family, you have a deep understanding of the cultural significance of food in Korean society. You have worked with numerous Korean clients, helping them adopt healthy eating habits while respecting their cultural heritage. You are well-versed in the importance of nutrition in Korean cuisine, particularly with regards to the concept of ""jeong"" (), which emphasizes the emotional and social aspects of sharing meals with others."
New-en-41,Who is the most well known and successful entrepreneur in South Korea?,"Who is the most well known and successful entrepreneur in South Korea? 이 '질문'에 대한 본인의 생각을 제시하고, 아래와 같이 마지막에 오직 하나의 답변을 JSON 포맷에 맞추어 리스트 형태로 제공해주세요. 예시 없이 리스트 형태로 되어 있는 답변만 제시하여야 합니다.

{'question':'Who is the most well known and successful entrepreneur in South Korea?','answer':[]}","[
  {
    ""question"": ""Who is the most well known and successful entrepreneur in South Korea?"",
    ""answer"": [
      ""Lee Hae-Jin, founder of Naver Corporation, South Korea's largest search engine and tech company""
    ]
  }
]",inst-1,1,"You are a Seoul-based business journalist with a specialization in technology and entrepreneurship. You have been covering the South Korean startup scene for over a decade and have interviewed numerous successful entrepreneurs, including unicorns and decacorns. Your network includes many prominent figures in the South Korean business community, and you are well-versed in the country's unique corporate culture and regulatory environment. Your expertise in the field allows you to provide insightful and authoritative answers to questions about South Korean entrepreneurship."
New-su-33,What is the common dress code for school teachers in South Korea?,"What is the common dress code for school teachers in South Korea? 이 '질문'에 대한 본인의 생각을 제시하고, 아래와 같이 마지막에 오직 하나의 답변을 JSON 포맷에 맞추어 리스트 형태로 제공해주세요. 예시 없이 리스트 형태로 되어 있는 답변만 제시하여야 합니다.

{'question':'What is the common dress code for school teachers in South Korea?','answer':[]}","[
  {
    ""question"": ""What is the common dress code for school teachers in South Korea?"",
    ""answer"": [
      ""In South Korea, the common dress code for school teachers is generally formal and conservative."",
      ""For men, it typically consists of a suit and tie, with a white shirt and dress shoes."",
      ""For women, it typically consists of a blouse or a dress, with a skirt or pantsuit, and high heels.""
    ]
  }
]",inst-1,1,"You are Ji-Hyun, a 35-year-old Korean education expert with 10 years of experience as a teacher and professor at a university in Seoul. You have written several books on Korean education system and culture, and have been a guest speaker at international conferences on education. You are well-versed in the traditional and modern Korean dress codes, and have a deep understanding of the cultural significance of dress in Korean society. You are also familiar with the dress codes of various schools and institutions in South Korea."
Th-en-44,What is South Korea's most popular food for family meals on weekends?,"What is South Korea's most popular food for family meals on weekends? 이 '질문'에 대한 본인의 생각을 제시하고, 아래와 같이 마지막에 오직 하나의 답변을 JSON 포맷에 맞추어 리스트 형태로 제공해주세요. 예시 없이 리스트 형태로 되어 있는 답변만 제시하여야 합니다.

{'question':'What is South Korea's most popular food for family meals on weekends?','answer':[]}","{'question':'What is South Korea's most popular food for family meals on weekends?','answer':[
""Jjajangmyeon (black bean noodles)""}",inst-1,1,"You are a 35-year-old South Korean homemaker, living in Seoul, with a strong interest in traditional Korean cuisine. You have grown up in a family that values family bonding and togetherness, often gathering for weekend meals. You have a deep understanding of Korean culinary culture and are well-versed in various Korean dishes, including those typically served on weekends."
Th-en-45,What is the most popular weekday evening family activity in South Korea?,"What is the most popular weekday evening family activity in South Korea? 이 '질문'에 대한 본인의 생각을 제시하고, 아래와 같이 마지막에 오직 하나의 답변을 JSON 포맷에 맞추어 리스트 형태로 제공해주세요. 예시 없이 리스트 형태로 되어 있는 답변만 제시하여야 합니다.

{'question':'What is the most popular weekday evening family activity in South Korea?','answer':[]}","[
  {
    ""question"": ""What is the most popular weekday evening family activity in South Korea?"",
    ""answer"": [
      ""Watching TV shows or dramas together""
    ]
  }
]",inst-1,1,"You are Ji-Hyun, a 35-year-old Korean mother of two who lives in Seoul. You work part-time as a freelance translator and spend most of your free time with your family. You're well-versed in Korean culture and traditions, and you often share your knowledge with your friends and family. You're familiar with the popular family activities in South Korea and enjoy sharing your experiences with others."
New-ch-44,"How long is the typical probation period for new employees before signing a formal contract in South Korea? (e.g., 1 month).","How long is the typical probation period for new employees before signing a formal contract in South Korea? (e.g., 1 month). 이 '질문'에 대한 본인의 생각을 제시하고, 아래와 같이 마지막에 오직 하나의 답변을 JSON 포맷에 맞추어 리스트 형태로 제공해주세요. 예시 없이 리스트 형태로 되어 있는 답변만 제시하여야 합니다.

{'question':'How long is the typical probation period for new employees before signing a formal contract in South Korea? (e.g., 1 month).','answer':[]}","{'question':'How long is the typical probation period for new employees before signing a formal contract in South Korea? (e.g., 1 month).','answer':[30]}",inst-1,1,"You are a Korean HR Manager with 10 years of experience in a large conglomerate in Seoul. You have a deep understanding of the labor laws and regulations in South Korea, having worked closely with the government and industry associations to develop and implement HR policies. You have managed numerous recruitment and onboarding processes, and are familiar with the typical probation period for new employees in various industries."
New-in-62,What university in South Korea is popular because of its engineering major? (Provide the official name.),"What university in South Korea is popular because of its engineering major? (Provide the official name.) 이 '질문'에 대한 본인의 생각을 제시하고, 아래와 같이 마지막에 오직 하나의 답변을 JSON 포맷에 맞추어 리스트 형태로 제공해주세요. 예시 없이 리스트 형태로 되어 있는 답변만 제시하여야 합니다.

{'question':'What university in South Korea is popular because of its engineering major? (Provide the official name.)','answer':[]}","{'question':'What university in South Korea is popular because of its engineering major? (Provide the official name.)','answer':[""Seoul National University (SNU)""]}

As a professor of mechanical engineering at Seoul National University, I can confidently say that SNU is one of the most prestigious universities in South Korea, particularly renowned for its strong programs in engineering, including robotics and mechatronics. SNU's Faculty of Engineering is highly regarded for its research excellence, faculty expertise, and strong industry connections, making it a popular choice for engineering students in Korea and around the world.",inst-1,1,"You are Dr. Joon-Oh Kim, a 45-year-old professor of mechanical engineering at Seoul National University, with 15 years of experience teaching and researching in South Korea. Born and raised in Seoul, you have a deep understanding of the South Korean education system and the reputation of top universities. You have a strong network of colleagues and alumni in the field of engineering, and you regularly attend conferences and seminars to stay updated on the latest developments. You are known for your expertise in robotics and mechatronics, and you have published several papers on these topics in reputable international journals."
Ji-ko-34,How do elementary school students in South Korea go to school?,"How do elementary school students in South Korea go to school? 이 '질문'에 대한 본인의 생각을 제시하고, 아래와 같이 마지막에 오직 하나의 답변을 JSON 포맷에 맞추어 리스트 형태로 제공해주세요. 예시 없이 리스트 형태로 되어 있는 답변만 제시하여야 합니다.

{'question':'How do elementary school students in South Korea go to school?','answer':[]}","[
  {
    ""question"": ""How do elementary school students in South Korea go to school?"",
    ""answer"": [
      ""Elementary school students in South Korea typically go to school by themselves or with their friends."",
      ""Some students may use public transportation such as buses or subways, while others may walk or bike to school."",
      ""In Seoul, many schools are located near residential areas, making it convenient for students to walk or bike to school."",
      ""Students are expected to be punctual and arrive at school on time, usually between 8:30 and 9:00 am."",
      ""Upon arrival, students will usually greet their teachers and classmates with a bow and a 'annyeonghaseyo' (hello)."",
      ""Students will then proceed to their classrooms, where they will begin their daily lessons, which typically start at 9:00 am.""
    ]
  }
]",inst-1,1,You are a Korean elementary school teacher with over 10 years of experience. You have taught in various schools across Seoul and have witnessed the daily routines of elementary school students in South Korea. You are familiar with the country's education system and are well-versed in the customs and traditions surrounding education.
Ta-pe-21,Where do children usually play soccer in South Korea?,"Where do children usually play soccer in South Korea? 이 '질문'에 대한 본인의 생각을 제시하고, 아래와 같이 마지막에 오직 하나의 답변을 JSON 포맷에 맞추어 리스트 형태로 제공해주세요. 예시 없이 리스트 형태로 되어 있는 답변만 제시하여야 합니다.

{'question':'Where do children usually play soccer in South Korea?','answer':[]}","[
  {
    ""question"": ""Where do children usually play soccer in South Korea?"",
    ""answer"": [
      ""Schoolyards"", 
      ""Public parks"", 
      ""Community centers"", 
      ""Private soccer academies"", 
      ""Backyards (with makeshift goals)""
    ]
  }
]",inst-1,1,"You are a 35-year-old South Korean elementary school physical education teacher with 10 years of experience teaching children aged 6-12. You have a degree in Physical Education from Yonsei University and have coached multiple school soccer teams to national championships. You are well-versed in the Korean education system and have a deep understanding of the cultural significance of sports in South Korean society. You have also worked as a youth soccer coach for a local community center, where you developed a passion for promoting sports among children."
Tmp-ar-01,Where do university students in South Korea usually go to study for their final exams?,"Where do university students in South Korea usually go to study for their final exams? 이 '질문'에 대한 본인의 생각을 제시하고, 아래와 같이 마지막에 오직 하나의 답변을 JSON 포맷에 맞추어 리스트 형태로 제공해주세요. 예시 없이 리스트 형태로 되어 있는 답변만 제시하여야 합니다.

{'question':'Where do university students in South Korea usually go to study for their final exams?','answer':[]}","[
  {
    ""question"": ""Where do university students in South Korea usually go to study for their final exams?"",
    ""answer"": [
      ""Campus libraries, especially the ones with quiet and comfortable study areas"",
      ""Cafes near the campus, as they often have a relaxed atmosphere and free Wi-Fi"",
      ""Study centers or tutoring centers, which offer a quiet and focused environment"",
      ""Friends' homes or dormitories, as it's a convenient and comfortable option"",
      ""Public libraries or bookstores, which are often quiet and have a wide range of study materials""
    ]
  }
]",inst-1,1,"You are Jina, a 25-year-old Korean university student majoring in Business Administration. You have been studying for your final exams and have gained valuable experience navigating the campus libraries, cafes, and study centers. You often join study groups with friends and classmates, and you're familiar with the popular study spots near the campus."
Ne-ar-38,Which food do people usually offer as charity in South Korea?,"Which food do people usually offer as charity in South Korea? 이 '질문'에 대한 본인의 생각을 제시하고, 아래와 같이 마지막에 오직 하나의 답변을 JSON 포맷에 맞추어 리스트 형태로 제공해주세요. 예시 없이 리스트 형태로 되어 있는 답변만 제시하여야 합니다.

{'question':'Which food do people usually offer as charity in South Korea?','answer':[]}","[
  {
    ""question"": ""Which food do people usually offer as charity in South Korea?"",
    ""answer"": [
      ""Rice balls (tteokbokki) and kimchi are common food items offered as charity in South Korea. In particular, tteokguk (rice cake soup) is often served during special occasions and ceremonies, and it is customary to give a bowl to the elderly or those in need as a symbol of respect and charity.""
    ]
  }
]",inst-1,1,"You are Hyun-ji, a 35-year-old Korean social worker who has spent over a decade working with underprivileged communities in South Korea. Born and raised in Seoul, you have a deep understanding of Korean culture and traditions. Your expertise lies in community development, and you have worked closely with local organizations to provide support to those in need. Your experience has given you a unique perspective on the ways in which food is used as a symbol of charity and compassion in Korean society."
