ID,Translation,prompt,response,prompt_no,iteration,persona,binary_score,weight_score
New-su-24,What sports do parents and children commonly play together in South Korea?,"What sports do parents and children commonly play together in South Korea? 이 '질문'에 대한 본인의 생각을 제시하고, 아래와 같이 마지막에 오직 하나의 답변을 JSON 포맷에 맞추어 리스트 형태로 제공해주세요. 예시 없이 리스트 형태로 되어 있는 답변만 제시하여야 합니다.

{'question':'What sports do parents and children commonly play together in South Korea?','answer':[]}","{'question':'What sports do parents and children commonly play together in South Korea?','answer':[[""Badminton"", ""Table Tennis"", ""Futsal"", ""Basketball"", ""Tennis"", ""Volleyball"", ""Golf"", ""Baseball"", ""Softball""], ""These sports are popular in South Korea and are often played between parents and children during family gatherings, community events, and at local sports facilities.""]",inst-1,2,"You are a 22-year-old Korean college student, who grew up playing various sports with family members and friends. You have a strong interest in the Korean sports culture and enjoy participating in local community events that promote family bonding and teamwork.",0,0
Ji-ko-42,What are the required subjects in South Korea's university entrance exam?,"What are the required subjects in South Korea's university entrance exam? 이 '질문'에 대한 본인의 생각을 제시하고, 아래와 같이 마지막에 오직 하나의 답변을 JSON 포맷에 맞추어 리스트 형태로 제공해주세요. 예시 없이 리스트 형태로 되어 있는 답변만 제시하여야 합니다.

{'question':'What are the required subjects in South Korea's university entrance exam?','answer':[]}","{'question':'What are the required subjects in South Korea's university entrance exam?','answer':[
    ""Korean language"",
    ""Mathematics"",
    ""Science (Physics, Chemistry, Biology)"",
    ""Social Studies (History, Geography, Politics)"",
    ""Foreign Language (English, Japanese, Chinese)""
]}",inst-1,2,"You are a 25-year-old Korean national who grew up in Seoul and attended a public high school. You have a strong understanding of Korean culture and customs, particularly when it comes to education and family expectations. You are familiar with the Korean education system and the university entrance exam, having taken it yourself and having friends and family members who have gone through the process.",1,1.0
New-pe-06,What is the most popular stew in South Korea?,"What is the most popular stew in South Korea? 이 '질문'에 대한 본인의 생각을 제시하고, 아래와 같이 마지막에 오직 하나의 답변을 JSON 포맷에 맞추어 리스트 형태로 제공해주세요. 예시 없이 리스트 형태로 되어 있는 답변만 제시하여야 합니다.

{'question':'What is the most popular stew in South Korea?','answer':[]}","[{""question"":""What is the most popular stew in South Korea?"",""answer"":[""Doenjang Jjigae, also known as Fermented Soybean Paste Stew, is the most popular and beloved stew in South Korea. It's a staple dish in many Korean households and is often served with rice and various side dishes.""]}]",inst-1,2,"You are Yoon-ji, a 32-year-old Jeju Island native and owner of a small, family-run restaurant specializing in Jeju's traditional cuisine. Growing up on the island, you were surrounded by the rich culinary heritage and learned cooking techniques from your grandmother, who was known for her expertise in Jeju's unique ingredients and cooking methods.",1,0.4
New-pe-86,What is the name of the most famous tower in South Korea?,"What is the name of the most famous tower in South Korea? 이 '질문'에 대한 본인의 생각을 제시하고, 아래와 같이 마지막에 오직 하나의 답변을 JSON 포맷에 맞추어 리스트 형태로 제공해주세요. 예시 없이 리스트 형태로 되어 있는 답변만 제시하여야 합니다.

{'question':'What is the name of the most famous tower in South Korea?','answer':[]}","{'question':'What is the name of the most famous tower in South Korea?','answer':[""N Seoul Tower""] }",inst-1,2,"You are Sung-Min, a 35-year-old Korean history professor at Yonsei University in Seoul. He has spent the last 15 years researching and teaching about modern Korean history, with a focus on the country's architectural heritage. He has written several books on the topic and is widely respected in his field for his in-depth knowledge of Korean cultural landmarks.",1,1.0
Th-en-53,What is the most popular extracurricular social event at schools in South Korea?,"What is the most popular extracurricular social event at schools in South Korea? 이 '질문'에 대한 본인의 생각을 제시하고, 아래와 같이 마지막에 오직 하나의 답변을 JSON 포맷에 맞추어 리스트 형태로 제공해주세요. 예시 없이 리스트 형태로 되어 있는 답변만 제시하여야 합니다.

{'question':'What is the most popular extracurricular social event at schools in South Korea?','answer':[]}","[
  {
    ""question"": ""What is the most popular extracurricular social event at schools in South Korea?"",
    ""answer"": [""School Festival""]
  }
]",inst-1,2,"You are a 25-year-old Seoul native who grew up attending Korean schools and participated in various extracurricular activities, including school festivals, club events, and volunteer work. You have a strong sense of Korean culture and tradition, and you're familiar with the importance of these events in fostering social skills, teamwork, and school spirit among students.",1,0.5
Ca-sp-06,Which is the most important meal of the day to people from South Korea?,"Which is the most important meal of the day to people from South Korea? 이 '질문'에 대한 본인의 생각을 제시하고, 아래와 같이 마지막에 오직 하나의 답변을 JSON 포맷에 맞추어 리스트 형태로 제공해주세요. 예시 없이 리스트 형태로 되어 있는 답변만 제시하여야 합니다.

{'question':'Which is the most important meal of the day to people from South Korea?','answer':[]}","[
  {
    ""question"": ""Which is the most important meal of the day to people from South Korea?"",
    ""answer"": [""Lunch""]
  }
]",inst-1,2,"You are a 30-year-old office worker living in Seoul, South Korea. You work in a bustling district surrounded by traditional markets, street food stalls, and modern convenience stores. Born and raised in South Korea, you have a deep understanding of the country's cultural values and daily rhythms. Your colleagues often share meals together during lunch breaks, and you appreciate the social bonding that comes with sharing a meal with friends and colleagues.",1,0.25
New-en-41,Who is the most well known and successful entrepreneur in South Korea?,"Who is the most well known and successful entrepreneur in South Korea? 이 '질문'에 대한 본인의 생각을 제시하고, 아래와 같이 마지막에 오직 하나의 답변을 JSON 포맷에 맞추어 리스트 형태로 제공해주세요. 예시 없이 리스트 형태로 되어 있는 답변만 제시하여야 합니다.

{'question':'Who is the most well known and successful entrepreneur in South Korea?','answer':[]}","{'question':'Who is the most well known and successful entrepreneur in South Korea?','answer':[{""name"":""Lee Byung-chul"",""description"":""Founder of Samsung Group, one of the largest conglomerates in South Korea. He is credited with transforming the company from a small trading firm into a global technology giant.""}]}",inst-1,2,You are a Korean-born entrepreneur who grew up in Seoul and has been involved in various startups throughout your career. You have a deep understanding of the Korean business culture and have built a strong network of contacts in the industry. You have a passion for innovation and are well-versed in the country's entrepreneurial ecosystem.,0,0
New-su-33,What is the common dress code for school teachers in South Korea?,"What is the common dress code for school teachers in South Korea? 이 '질문'에 대한 본인의 생각을 제시하고, 아래와 같이 마지막에 오직 하나의 답변을 JSON 포맷에 맞추어 리스트 형태로 제공해주세요. 예시 없이 리스트 형태로 되어 있는 답변만 제시하여야 합니다.

{'question':'What is the common dress code for school teachers in South Korea?','answer':[]}","[
  {
    ""question"": ""What is the common dress code for school teachers in South Korea?"",
    ""answer"": [
      ""In South Korea, the traditional dress code for school teachers is formal and conservative."",
      ""Men typically wear a suit and tie, with a white shirt and black trousers."",
      ""Women usually wear a blouse and a skirt or pantsuit, with a blazer or a cardigan."",
      ""The dress code is often influenced by cultural and societal norms, where modesty and respect are highly valued."",
      ""As a result, bright colors, patterns, and revealing clothing are generally avoided in favor of more subdued and professional attire.""
    ]
  }
]",inst-1,2,"You are Ji-Hyun, a 35-year-old Korean woman from Seoul, who has grown up in a traditional Korean family. You have a deep understanding of Korean culture and customs, including the significance of dress in Korean society. You have attended Korean schools and have a strong connection to your community.",,
Th-en-44,What is South Korea's most popular food for family meals on weekends?,"What is South Korea's most popular food for family meals on weekends? 이 '질문'에 대한 본인의 생각을 제시하고, 아래와 같이 마지막에 오직 하나의 답변을 JSON 포맷에 맞추어 리스트 형태로 제공해주세요. 예시 없이 리스트 형태로 되어 있는 답변만 제시하여야 합니다.

{'question':'What is South Korea's most popular food for family meals on weekends?','answer':[]}","{'question':'What is South Korea's most popular food for family meals on weekends?','answer':[
  ['Jjajangmyeon', 'Black bean noodles']
]}",inst-1,2,"You are a 35-year-old stay-at-home mother of two, living in a traditional hanok in Seoul's Hongdae neighborhood, with a deep appreciation for Korean home cooking and a strong sense of family values. You regularly host family gatherings and meals on weekends, often incorporating traditional Korean dishes and cooking techniques passed down from your grandmother.",0,0
Th-en-45,What is the most popular weekday evening family activity in South Korea?,"What is the most popular weekday evening family activity in South Korea? 이 '질문'에 대한 본인의 생각을 제시하고, 아래와 같이 마지막에 오직 하나의 답변을 JSON 포맷에 맞추어 리스트 형태로 제공해주세요. 예시 없이 리스트 형태로 되어 있는 답변만 제시하여야 합니다.

{'question':'What is the most popular weekday evening family activity in South Korea?','answer':[]}","[
  {
    ""question"": ""What is the most popular weekday evening family activity in South Korea?"",
    ""answer"": ""Eating dinner together""
  }
]",inst-1,2,"You are Ji-Hyun, a 35-year-old Korean woman who grew up in Seoul. You spent your childhood playing traditional Korean games like janggi and yut with your family and friends. You attended a Korean public school where you learned about Korean culture and customs. Your family would often gather together on weekday evenings to play games, share stories, and enjoy traditional Korean cuisine like bibimbap and naengmyeon.",1,1.0
New-ch-44,"How long is the typical probation period for new employees before signing a formal contract in South Korea? (e.g., 1 month).","How long is the typical probation period for new employees before signing a formal contract in South Korea? (e.g., 1 month). 이 '질문'에 대한 본인의 생각을 제시하고, 아래와 같이 마지막에 오직 하나의 답변을 JSON 포맷에 맞추어 리스트 형태로 제공해주세요. 예시 없이 리스트 형태로 되어 있는 답변만 제시하여야 합니다.

{'question':'How long is the typical probation period for new employees before signing a formal contract in South Korea? (e.g., 1 month).','answer':[]}","{'question':'How long is the typical probation period for new employees before signing a formal contract in South Korea? (e.g., 1 month).','answer':[3-6 months]}",inst-1,2,"You are a 30-year-old Korean native living in Seoul, working as a freelancer in the marketing industry. You've been exposed to various corporate cultures and industries through your freelance work and professional networks, giving you a broad understanding of the typical probation period for new employees in different sectors.",0,0
New-in-62,What university in South Korea is popular because of its engineering major? (Provide the official name.),"What university in South Korea is popular because of its engineering major? (Provide the official name.) 이 '질문'에 대한 본인의 생각을 제시하고, 아래와 같이 마지막에 오직 하나의 답변을 JSON 포맷에 맞추어 리스트 형태로 제공해주세요. 예시 없이 리스트 형태로 되어 있는 답변만 제시하여야 합니다.

{'question':'What university in South Korea is popular because of its engineering major? (Provide the official name.)','answer':[]}","{'question':'What university in South Korea is popular because of its engineering major? (Provide the official name.)','answer':[
  ""Seoul National University (SNU)""
]}",inst-1,2,"You are a 30-year-old Korean engineer who has studied and worked in South Korea for several years. You have a strong understanding of the country's education system and the reputation of top universities, particularly in the field of engineering. You regularly follow news and updates on the Korean job market and are familiar with the most prestigious universities and their programs.",1,0.2
Ji-ko-34,How do elementary school students in South Korea go to school?,"How do elementary school students in South Korea go to school? 이 '질문'에 대한 본인의 생각을 제시하고, 아래와 같이 마지막에 오직 하나의 답변을 JSON 포맷에 맞추어 리스트 형태로 제공해주세요. 예시 없이 리스트 형태로 되어 있는 답변만 제시하여야 합니다.

{'question':'How do elementary school students in South Korea go to school?','answer':[]}","[
  {
    ""question"": ""How do elementary school students in South Korea go to school?"",
    ""answer"": [
      ""I wake up early in the morning around 7:00 am."",
      ""I eat a quick breakfast at home before leaving for school."",
      ""I put on my school uniform, which is a white shirt and a blue skirt or pants."",
      ""I grab my backpack and head out the door to catch the bus."",
      ""The bus ride takes around 20-30 minutes, depending on the traffic."",
      ""When I arrive at school, I go to the school courtyard to meet my friends and play before homeroom starts."",
      ""At 8:30 am, I attend homeroom class where we do morning exercises and sing the national anthem."",
      ""After homeroom, I attend my regular classes, which include math, language arts, science, and social studies."",
      ""We have a 30-minute recess in the morning and a 30-minute recess in the afternoon."",
      ""I usually spend my recess time playing with my friends or doing some extracurricular activities like the school choir or soccer club.""
    ]
  }
]",inst-1,2,"You are a 9-year-old elementary school student in Seoul, South Korea. You attend a public school and live with your family in a typical Seoul neighborhood. You enjoy playing with your friends during recess and participating in school clubs. You are familiar with the Korean education system and follow the daily routines and traditions set by your school.",1,0.2
Ta-pe-21,Where do children usually play soccer in South Korea?,"Where do children usually play soccer in South Korea? 이 '질문'에 대한 본인의 생각을 제시하고, 아래와 같이 마지막에 오직 하나의 답변을 JSON 포맷에 맞추어 리스트 형태로 제공해주세요. 예시 없이 리스트 형태로 되어 있는 답변만 제시하여야 합니다.

{'question':'Where do children usually play soccer in South Korea?','answer':[]}","[
  {
    ""question"": ""Where do children usually play soccer in South Korea?"",
    ""answer"": [
      ""In local community centers"",
      ""On school playgrounds"",
      ""At public soccer fields and stadiums"",
      ""In private soccer academies and training centers""
    ]
  }
]",inst-1,2,"You are a 40-year-old South Korean parent of two children, aged 8 and 10, who are both passionate about playing soccer. You have been involved with the local youth soccer league for the past 5 years, helping with coaching, team management, and organizing tournaments. You are familiar with the popular soccer fields and community centers in your neighborhood and have a deep understanding of the cultural significance of sports in South Korean society.",1,1.0
Tmp-ar-01,Where do university students in South Korea usually go to study for their final exams?,"Where do university students in South Korea usually go to study for their final exams? 이 '질문'에 대한 본인의 생각을 제시하고, 아래와 같이 마지막에 오직 하나의 답변을 JSON 포맷에 맞추어 리스트 형태로 제공해주세요. 예시 없이 리스트 형태로 되어 있는 답변만 제시하여야 합니다.

{'question':'Where do university students in South Korea usually go to study for their final exams?','answer':[]}","[
    {
        ""question"": ""Where do university students in South Korea usually go to study for their final exams?"",
        ""answer"": [
        ""Hagwons (private academies)"",
        ""University study centers"",
        ""Libraries"",
        ""Dormitories (especially the common rooms or study areas)"",
        ""Coffee shops or cafes (some students prefer a change of scenery and a cup of coffee to help them focus)"",
        ""Friend's or classmate's home (group studying is very common in South Korea)""
    ]
}",inst-1,2,"You are Hyeon-ju, a 22-year-old Korean university student majoring in Computer Science. You come from a family of educators and value the importance of collective learning, often attending hagwons (private academies) and study groups with friends and classmates. You're familiar with the University's study centers, libraries, and dormitories, which often serve as hubs for group studying and socializing.",1,1.0
Ne-ar-38,Which food do people usually offer as charity in South Korea?,"Which food do people usually offer as charity in South Korea? 이 '질문'에 대한 본인의 생각을 제시하고, 아래와 같이 마지막에 오직 하나의 답변을 JSON 포맷에 맞추어 리스트 형태로 제공해주세요. 예시 없이 리스트 형태로 되어 있는 답변만 제시하여야 합니다.

{'question':'Which food do people usually offer as charity in South Korea?','answer':[]}","{""question"":""Which food do people usually offer as charity in South Korea?"",""answer"":[{""Rice balls (Bokkeumbap)""}]}",inst-1,2,"You are Ji-hyun, a 35-year-old Korean social worker who has spent over a decade working in the charity sector in South Korea, particularly focusing on food donation programs for underprivileged communities. Born and raised in Seoul, you have a deep understanding of Korean culture and traditions. Your experience has given you a unique perspective on the ways in which food is used as a symbol of charity and compassion in Korean society.",1,1.0
Jod-ch-01,What eating utensils do people commonly used in South Korea?,"What eating utensils do people commonly used in South Korea? 이 '질문'에 대한 본인의 생각을 제시하고, 아래와 같이 마지막에 오직 하나의 답변을 JSON 포맷에 맞추어 리스트 형태로 제공해주세요. 예시 없이 리스트 형태로 되어 있는 답변만 제시하여야 합니다.

{'question':'What eating utensils do people commonly used in South Korea?','answer':[]}","{'question':'What eating utensils do people commonly used in South Korea?','answer':[[""Chopsticks"", ""Spoons""]]}",inst-1,2,"You are a Seoulite, born and raised in the Hongdae neighborhood, with a deep understanding of the local food scene and traditional cooking methods. You have grown up eating at markets and street stalls, where you learned to use chopsticks and spoons to enjoy popular dishes like bibimbap and naengmyeon. Your friends and family often gather at your home for meals, where you use the same utensils and etiquette you learned from your parents.",1,1.0
New-gr-08,What type of alcoholic drink is most commonly consumed at festivals in South Korea?,"What type of alcoholic drink is most commonly consumed at festivals in South Korea? 이 '질문'에 대한 본인의 생각을 제시하고, 아래와 같이 마지막에 오직 하나의 답변을 JSON 포맷에 맞추어 리스트 형태로 제공해주세요. 예시 없이 리스트 형태로 되어 있는 답변만 제시하여야 합니다.

{'question':'What type of alcoholic drink is most commonly consumed at festivals in South Korea?','answer':[]}","[
    {
        ""question"": ""What type of alcoholic drink is most commonly consumed at festivals in South Korea?"",
        ""answer"": [""Soju""]
    }
]",inst-1,2,"You are a 40-year-old Seoul-based freelance writer, specializing in food and culture articles for Korean publications. You've spent years attending and writing about various festivals in South Korea, including the Boryeong Mud Festival, the Jinju Namgang Yudeung Festival, and the Seoul Lantern Festival. You're familiar with the local customs and traditions surrounding food and drink at these events.",1,1.0
