model,country,iteration,question_id,correct,model_response,ground_truth
llama-3-8b-instruct,UK,1,New-ch-38,1,"london, manchester, birmingham, liverpool, felixstowe, southampton, portsmouth, hull, grimsby.",london; scotland; wales; kent; portsmouth; liverpool; bristol; dover; north east
llama-3-8b-instruct,UK,1,New-ch-44,0,1-3 months,6 weeks; six weeks; 4 weeks; four weeks; 2 months; two months; 2 weeks; two weeks
llama-3-8b-instruct,UK,1,New-ch-73,1,sports clubs and social societies.,sports; sport clubs; golf; nightclubs; technology clubs; music clubs
llama-3-8b-instruct,UK,1,New-en-05,1,pasta,beans on toast; cheese sandwich; pasta; pizza; chips; sandwich; ready meal from the supermarket; ready meal
llama-3-8b-instruct,UK,1,New-en-19,1,wembley stadium,wembley; wembley stadium; white hart lane; Wimbledon stadium; wimbledon
llama-3-8b-instruct,UK,1,New-en-41,1,richard branson,Alan Sugar; alan sugar; richard branson; levi roots
llama-3-8b-instruct,UK,1,New-en-47,1,"gardens, sheds, fences, and trees.",lawn; grass; shed; trees; flowers; wooden fences; brick walls
llama-3-8b-instruct,UK,1,New-en-56,1,polish,hindi; urdu; polish; french; spanish; pakistani
llama-3-8b-instruct,UK,1,New-en-68,1,"detention, suspension, expulsion, parental contact, and possible legal action.",detention; expulsion; exclusion; being expelled from school; extra work; school inform parents
llama-3-8b-instruct,UK,1,New-en-69,1,"shakespeare, austen, dickens, bronte sisters, woolf, orwell, eliot, hardy, lawrence, and joyce.",william shakespeare; Shakespeare ; charles dickens; dickens; Geoffrey Chaucer; chaucer; john steinbeck; steinbeck; twain; mark twain
llama-3-8b-instruct,UK,1,New-gr-06,1,pizza,fast food; burgers; fried chicken; chips and gravy; chips; McDonald's; McDonalds; mcdonald's
llama-3-8b-instruct,UK,1,New-gr-08,1,beer,beer; wine; lager
llama-3-8b-instruct,UK,1,New-gr-15,0,steak and kidney pie,trifle; pudding; jelly; cake and custard; rice pudding; treacle sponge; Treacle sponge pudding; bread and butter pudding; crumble; brownie
llama-3-8b-instruct,UK,1,New-gr-58,1,care workers,care workers; carers; nurses; nursing; cleaner; teachers
llama-3-8b-instruct,UK,1,New-ha-08,1,brussels sprouts,vegetables; brussels sprouts; brussels sprout; broccoli; olives
llama-3-8b-instruct,UK,1,New-in-01,1,costa,costa; costa coffee; starbucks
llama-3-8b-instruct,UK,1,New-in-62,1,imperial college london.,"University of Cambridge; university of cambridge,; cambridge; cambridge university,; university of cambridge; brunel university; university of south wales"
llama-3-8b-instruct,UK,1,New-ko-02,1,antenatal classes.,antenatal classes; prenatal classes at the midwifery clinic; lamaze; breathing classes
llama-3-8b-instruct,UK,1,New-ko-03,1,"""wheels on the bus""",twinkle twinkle little star; row row row your boat; incy wincy spider; happy birthday; wheels on the bus; baby shark
llama-3-8b-instruct,UK,1,New-pe-06,1,beef and guinness stew,beef; vegetable; fish; steak and ale; casserole
llama-3-8b-instruct,UK,1,New-pe-20,1,beach volleyball.,volleyball; surfing; bodyboarding; swimming; frisbee; badminton; racketball
llama-3-8b-instruct,UK,1,New-pe-49,0,mosques,church; mosque; temple
llama-3-8b-instruct,UK,1,New-pe-65,0,34,7; 15; 6; 8
llama-3-8b-instruct,UK,1,New-pe-76,1,picnicking,walk; run; picnic; bbq; sports; people-watching ; crowd watching
llama-3-8b-instruct,UK,1,New-pe-86,0,big ben,tower of london; bt tower; shard; the blackpool tower
llama-3-8b-instruct,UK,1,New-spme-05,1,"1. cadbury chocolate bars
2. quality street
3. jammie dodgers
4. kit-kat
5. galaxy","haribo; mars bar; maltesers; fruit pastiles; cadbury chocolate; Cadbury, Cadburys, Cadbury's"
llama-3-8b-instruct,UK,1,New-su-24,0,"cricket, golf, tennis, swimming, cycling.",soccer; football; rounders
llama-3-8b-instruct,UK,1,New-su-33,1,business casual.,casual; smart casual; business attire
llama-3-8b-instruct,UK,1,New-su-34,1,choir,guitar; guitar lessons; playing in a band; music production; recorder; choir; piano; clarinet; violin
llama-3-8b-instruct,UK,1,New-su-42,1,christianity,christianity; islam; catholicism 
llama-3-8b-instruct,UK,1,New-su-57,1,cattle,cows; cattle; sheep; pigs; poultry
llama-3-8b-instruct,UK,1,New-su-58,1,"cattle, sheep, pigs, chickens, turkeys, and bees.",sheep; cows; pigs; chickens; chicken; cattle
llama-3-8b-instruct,UK,1,Ni-en-12,1,university of oxford,University of Oxford; University of Cambridge; Durham University
llama-3-8b-instruct,UK,1,Ni-en-31,1,turkey with all the trimmings.,"Turkey roast dinner, Roast Turkey; turkey roast dinner; turkey roast; turkey; stuffing; yorkshire puddings"
llama-3-8b-instruct,UK,1,Ni-en-40,1,"""fairytale of new york""",silent night; white christmas; jingle bells; merry christmas everybody; Last Christmas by Wham!
llama-3-8b-instruct,UK,1,Sa-en-22,1,loughborough university,oxford; cambridge; durham; st andrews; loughborough
llama-3-8b-instruct,UK,1,Sa-en-31,1,dog,dog; cat
llama-3-8b-instruct,UK,1,Sa-en-7,1,"crisps, chocolate, biscuits, cakes, and sandwiches.",crisps; chocolate; biscuits; yoghurt; fruit
llama-3-8b-instruct,UK,1,Ta-pe-21,1,school playgrounds or local parks.,the park; local parks; park
llama-3-8b-instruct,UK,1,Ta-pe-29,1,premiership football,soccer; football; boxing
llama-3-8b-instruct,UK,1,Th-en-03,1,premier league,premier league; english premier league; premiership; EFL Championship; the championship
llama-3-8b-instruct,UK,1,Th-en-11,1,david beckham,ian wright; Gary Lineker; erling haaland; harry kane; david beckham
llama-3-8b-instruct,UK,1,Th-en-15,1,skiing,rugby; skiing; soccer; football; snowboarding
llama-3-8b-instruct,UK,1,Th-en-35,0,sunday roast dinner,dinner; tea; breakfast
llama-3-8b-instruct,UK,1,Th-en-37,1,18,18; 16; 21
llama-3-8b-instruct,UK,1,Th-en-44,1,roast dinner,Sunday roast; roast dinner; Roast dinner; sunday roast; fish & chips; fish and chips
llama-3-8b-instruct,UK,1,Th-en-45,1,watching tv together,watching tv; tv; walk
llama-3-8b-instruct,UK,1,Th-en-51,1,mathematics,english; maths; mathematics; math; science
llama-3-8b-instruct,UK,1,Th-en-53,1,school disco,disco; soccer; football; netball; cricket; fundraiser; fete; sports; sports day
llama-3-8b-instruct,US,1,Al-en-01,1,goldfish crackers,fruit; sandwiches; vegetables; PB&J; peanut butter and jelly; pretzels; Fruit Rollup; fruit by the foot; Goldfish crackers; Cheez-Its; cheddar puffs; cheese puffs; animal crackers
llama-3-8b-instruct,US,1,Al-en-04,1,apple,apple; pear; peach; strawberries; strawberry; orange; banana
llama-3-8b-instruct,US,1,Al-en-19,1,spanish,spanish; french; german
llama-3-8b-instruct,US,1,Al-en-32,1,turkey,turkey; ham
llama-3-8b-instruct,US,1,Al-en-36,1,candy,candies; sweets; candy; chocolate; pumpkins; jack o'lanterns; caramel apples
llama-3-8b-instruct,US,1,Al-en-39,1,cake,cake; pizza
llama-3-8b-instruct,US,1,An-ar-03,1,5,May; 5; June; 6; December; 12
llama-3-8b-instruct,US,1,Ca-sp-06,1,breakfast,breakfast; dinner
llama-3-8b-instruct,US,1,Ca-sp-11,1,sunday,sunday
llama-3-8b-instruct,US,1,Ca-sp-41,1,with family or in assisted living facilities.,assisted living; old folks home; nursing home; senior citizen homes; care center; family; family home; at-home; at home
llama-3-8b-instruct,US,1,Gu-ch-08,1,soccer,soccer; baseball; basketball; American Football; football; wrestling
llama-3-8b-instruct,US,1,Gu-ch-38,0,4,4; 3
llama-3-8b-instruct,US,1,Ji-ko-14,1,aircraft,corn; raw materials; meat; weapons
llama-3-8b-instruct,US,1,Ji-ko-24,1,swimming pool,park playground; playground; park; Disneyland; Disney World; soccer (field); International Football; pool; Swimming Pool; YMCA
llama-3-8b-instruct,US,1,Ji-ko-25,1,"1. mother's day
2. father's day
3. valentine's day
4. independence day (4th of july)
5. grandparents day",Thanksgiving; Independence Day; Xmas; athletics; Memorial Day; Mother's Day; Father's Day
llama-3-8b-instruct,US,1,Ji-ko-26,1,"1. age 12: begins to take responsibility for personal hygiene and dressing themselves.
2. age 12-13: starts to take responsibility for completing homework and chores.
3. age 13-14: begins to take responsibility for managing their own schedule and time.
4. age 14-15: starts to take responsibility for making their own decisions about extracurricular activities.
5. age 15-16: begins to take responsibility for managing their own money.
6. age 16-17: starts to take responsibility for applying to coll",driver's license; high school graduation; graduating high school; first job; starting university; first day of school; getting a car; getting a smartphone; 18; 16; 21
llama-3-8b-instruct,US,1,Ji-ko-29,0,16,21st; 21; 16; 16th; 18; 18th; 15th; 15; 1; 1st; 13th; 13; 30th
llama-3-8b-instruct,US,1,Ji-ko-33,1,home,friend's house; bedroom; their room; shopping; homework; hw
llama-3-8b-instruct,US,1,Ji-ko-34,1,"elementary school students in the us typically go to school by walking, being driven by parents or caregivers, or riding a school bus.",the bus; school bus; on a bus; bus; on foot; walking; walk; dropped off by car; parents drop off; car
llama-3-8b-instruct,US,1,Ji-ko-35,1,parochial schools,Catholic school; college; university; individual lessons; high school; HS
llama-3-8b-instruct,US,1,Ji-ko-36,0,math and science academy,math; english; history
llama-3-8b-instruct,US,1,Ji-ko-37,1,"casual clothing, such as jeans, t-shirts, and hoodies.",baggy jeans; jeans; t-shirts; hoodies; casual; fast fashion brands; trendy; crop tops
llama-3-8b-instruct,US,1,Ji-ko-40,1,"socialize, eat, play games, chat with friends.",eat lunch; check facebook; play on phones; chat; talk; gossip; talk about others; read; vacation; go on a trip
llama-3-8b-instruct,US,1,Ji-ko-42,1,"the required subjects in the us's university entrance exam are:

* english
* math
* reading
* science",math; english; writing; sat; scholastic assessment test; act; American College Testing; science; reading
llama-3-8b-instruct,US,1,Jo-sp-13,0,surfing,swimming; kayaking
llama-3-8b-instruct,US,1,Jo-sp-19,1,the great plains,midwest; southern United States; south; Pacific
llama-3-8b-instruct,US,1,Jod-ch-01,1,"forks, knives, spoons",fork; spoon; knife
llama-3-8b-instruct,US,1,Jod-ch-07,1,2.3,1; 1.5; 1.7; 2
llama-3-8b-instruct,US,1,Jod-ch-60,1,8,8; 9; 10
llama-3-8b-instruct,US,1,Ki-pe-34,1,coffee,coffee; orange juice; oj; milk; juice
llama-3-8b-instruct,US,1,Kik-in-16,1,hot chocolate,hot coffee; coffee; hot chocolate; cocoa; tea; water
llama-3-8b-instruct,US,1,Na-ko-19,1,karch kiraly,kerri walsh jennings; charles kiraly; alix klineman; kerri walsh
llama-3-8b-instruct,US,1,Na-ko-20,1,olympics,soccer; International Football; baseball; basketball; olympics
llama-3-8b-instruct,US,1,Na-ko-29,1,michael phelps,Micahel Phelps; Michael Phelps; michael phelps; katie ledecky; esther williams
llama-3-8b-instruct,US,1,Na-ko-33,0,dumplings,black eyed peas; grapes
llama-3-8b-instruct,US,1,Na-ko-39,1,gift,gift; a gift from a wedding registry; gift from registry; card; money
llama-3-8b-instruct,US,1,Ne-ar-26,1,apple inc.,microsoft; google; McDonald's; nike; amazon; apple; target; ge; General Electric
llama-3-8b-instruct,US,1,Ne-ar-36,1,"turkey with stuffing, mashed potatoes, cranberry sauce, and pumpkin pie.",turkey; mashed potatoes; gravy; steak or fancy meat; xmas dinner; christmas dinner; stuffing; sweet potatoes; green bean casserole; cranberry sauce; and pumpkin pie
llama-3-8b-instruct,US,1,Ne-ar-38,1,canned goods,canned soup; soup; canned foods; canned goods
llama-3-8b-instruct,US,1,New-as-20,1,basketball,basketball; hockey
llama-3-8b-instruct,US,1,New-ch-07,0,"whiskey: cola, ginger ale, lemon; vodka: tonic water, soda water, juice (e.g. orange, cranberry); rum: cola, pineapple juice, coconut cream; tequila: lime, lemon, orange; gin: tonic water, soda water, juice (e.g. grapefruit, cranberry); brandy: cola, soda water, juice (e.g. apple, orange).",burger; burgers; hamburgers; cheeseburger; pretzels; pizza; tacos; tater tots; negroni aged cheese; fries
llama-3-8b-instruct,US,1,New-ch-16,1,rudy,rocky; sandlot
llama-3-8b-instruct,US,1,New-ch-32,1,microsoft office,microsoft word; microsoft office; excel; microsoft suite
llama-3-8b-instruct,US,1,New-ch-38,1,"1. los angeles
2. long beach
3. seattle
4. new york/newark
5. houston
6. miami
7. chicago
8. san francisco
9. oakland
10. savannah
11. jacksonville
12. new orleans",new york city; new york; NYC; los angeles; LA; florida; FL; TX; texas; california; CA; coastal areas; BAL; baltimore; SEA; seattle; boston; BOS
llama-3-8b-instruct,US,1,New-ch-44,0,1-3 months,3 months; 1 month; 6 months
llama-3-8b-instruct,US,1,New-ch-73,1,fraternity and sorority clubs.,debate; mathematics; math; outdoor activities; college bars; fraternity; sorority
llama-3-8b-instruct,US,1,New-en-05,1,peanut butter and jelly sandwich.,hotdogs; hot dog; hamburgers; Burgers; chicken; sandwich; fast food; spaghetti; bologna sandwich
llama-3-8b-instruct,US,1,New-en-19,0,lambeau field,Yankees stadium; MSG; madison square garden; NY; new york; Mercedes-Benz Stadium; wrigley field
llama-3-8b-instruct,US,1,New-en-41,1,jeff bezos,bill gates; jeff bezos; jeffrey bezos; steve jobs; mark cuban
llama-3-8b-instruct,US,1,New-en-47,1,"grass, flowers, trees, patio, deck, swing set, bbq grill, garden gnomes, etc.",grass; trees; gravel; chairs; trampoline; shed; pool; swing sets; fruits; vegetables; flowers
llama-3-8b-instruct,US,1,New-en-56,1,spanish,spanish; mandarin; german
llama-3-8b-instruct,US,1,New-en-68,1,"in-school suspension, detention, expulsion, suspension, counseling, community service, and parental involvement.",detention; suspension; expulsion; corporal punishment; iss
llama-3-8b-instruct,US,1,New-en-69,1,"here is the answer:

* shakespeare
* austen
* brontë sisters
* dickens
* hemingway
* fitzgerald
* hawthorne
* melville
* wharton
* steinbeck
* woolf
* faulkner
* joyce
* orwell
* bradbury
* hemingway
* kafka
* austen
* eliot
* whitman
* thoreau
* emerson
* melville
* poe
* twain
* james
* alcott
* alcott
* alcott",edgar allen poe; edgar allan poe; shakespear; shakespeare; mark twain; Charles Dickens; jd salinger
llama-3-8b-instruct,US,1,New-gr-06,1,pizza,pizza; burgers; hamburgers; salads; ramen noodles; ramen; french fries; wings; chicken wings
llama-3-8b-instruct,US,1,New-gr-08,1,beer,beer; malt beverages; mixed drinks; shots
llama-3-8b-instruct,US,1,New-gr-15,1,apple pie,pumpkin pie; pie; cherry pie; ice cream; apple pie
llama-3-8b-instruct,US,1,New-gr-58,1,teachers,teachers; teaching; restaurant work; civil servents; manufacturing workers; PHDs; Doctor of Philosophy; fast food; internships; federal employment
llama-3-8b-instruct,US,1,New-ha-08,1,brussels sprouts,vegetables; coffee; soup; asparagus; fish; sushi; oats; healthy cereals
llama-3-8b-instruct,US,1,New-in-01,1,starbucks,starbucks; Dunkin' Donuts; Dunkin'; coffee bean; tea leaf; blue bottle; dutch bros
llama-3-8b-instruct,US,1,New-in-62,1,massachusetts institute of technology (mit),mit; massachusetts institute of technology (mit); massachusetts institute of technology; caltech; California Institute of Technology; texas a&m; stanford university
llama-3-8b-instruct,US,1,New-ko-02,1,childbirth education classes,lamaze; childbirth education classes; headphones on the belly bump
llama-3-8b-instruct,US,1,New-ko-03,1,"""twinkle, twinkle, little star""",Twinkle Twinkle Little Star; wheels on the bus; itsy bitsy spider; london bridges; happy birthday
llama-3-8b-instruct,US,1,New-pe-06,1,chicken noodle stew,beef; beef stew; chili; gumbo (cajun style); gumbo; chicken stew
llama-3-8b-instruct,US,1,New-pe-20,1,volleyball,volleyball; American Football; football; frisbee; catch
llama-3-8b-instruct,US,1,New-pe-49,1,churches,church; home
llama-3-8b-instruct,US,1,New-pe-65,1,7,8; 7
llama-3-8b-instruct,US,1,New-pe-76,1,picnicking,picnicking; picnic; frisbee; ball sports; dog walking; walk dog; hike; camping; camp
llama-3-8b-instruct,US,1,New-pe-86,1,one world trade center,empire state building; twin towers; world trade center; the sears tower
llama-3-8b-instruct,US,1,New-spme-05,1,"reese's peanut butter cups, m&m's, snickers, kit kat, and hershey's kisses.",chocolate; chocolate candy; soda; soft drink; candy; hershey's; Resse's Puffs; Reese's; cookies; tart candies
llama-3-8b-instruct,US,1,New-spme-37,1,engineering,finance; politics; law; IT; Information Technology; business; engineering; mathematics; math
llama-3-8b-instruct,US,1,New-su-24,1,"golf, basketball, and baseball",soccer; International Football; basketball; American Football; football; baseball; tennis; golf
llama-3-8b-instruct,US,1,New-su-33,1,business casual,formal; professional casual; casual; business casual
llama-3-8b-instruct,US,1,New-su-34,1,choir,band class; band; parade; chorus; marching band; choir; orchestras
llama-3-8b-instruct,US,1,New-su-57,1,cattle,chicken; cows; cow; cattle; pigs; pig; chickens
llama-3-8b-instruct,US,1,New-su-58,1,"cattle, pigs, chickens, turkeys, and horses.",cows; cow; pigs; pig; chickens; chicken
llama-3-8b-instruct,US,1,Ni-en-12,0,princeton university,harvard university; harvard; yale; Massachusetts Institute of Technology; mit; standford
llama-3-8b-instruct,US,1,Ni-en-31,1,turkey,ham; pork roast; steak; turkey
llama-3-8b-instruct,US,1,Ni-en-40,1,"""white christmas""",all i want for christmas is you; all i want for christmas is you (mariah carey); deck the halls; jingle bell
llama-3-8b-instruct,US,1,Sa-en-22,1,university of alabama,university of alabama; notre dame university; notre dame; harvard; FU; university of florida; michigan state university; MSU; university of south carolina; USC; university of texas at austin; UT Austin
llama-3-8b-instruct,US,1,Sa-en-31,1,dog,dog; cat
llama-3-8b-instruct,US,1,Sa-en-7,1,"chips, popcorn, cookies, crackers, granola bars, pretzels, and candy.",chips; popcorn; Cheez-Its; ritz crackers; ice cream; cookies; m&m; hershey
llama-3-8b-instruct,US,1,Ta-pe-21,1,school fields or local parks.,field; outdoor field; youth soccer league; little league soccer; school; community park
llama-3-8b-instruct,US,1,Ta-pe-29,1,nfl (national football league),American Football; football; nfl; baseball; mlb; basketball; nba; golf; soccer; International Football
llama-3-8b-instruct,US,1,Th-en-03,1,national football league (nfl),national football league; nfl; mlb; Major League Baseball; nba; National Basketball Association
llama-3-8b-instruct,US,1,Th-en-11,1,tom brady,tiger woods; Travis Kelce; travis kelce; Black Mamba; kobe bryant; TB12; tom brady; Brady; lebron james; Lebron; King James
llama-3-8b-instruct,US,1,Th-en-15,1,ice hockey,hockey; skiing; snowboarding
llama-3-8b-instruct,US,1,Th-en-35,1,dinner,dinner
llama-3-8b-instruct,US,1,Th-en-37,1,18,18; 21; 24
llama-3-8b-instruct,US,1,Th-en-44,1,pizza,pizza; burgers; hamburgers; fries; tacos; hotdogs; hot dogs; chicken; steak
llama-3-8b-instruct,US,1,Th-en-45,1,watching tv together,television; watching tv; tv; dinner; family dinner; having dinner together; playing games; stroll; walk; little league events; kids sporting events
llama-3-8b-instruct,US,1,Th-en-51,1,mathematics,english; Science Technology Engineering and Mathematics; STEM; mathematics; literature; science
llama-3-8b-instruct,US,1,Th-en-53,0,football games.,prom; homecoming; marching band; chorus; dances
llama-3-8b-instruct,US,1,Tmp-ar-01,1,libraries.,library; home
llama-3-8b-instruct,South_Korea,1,Al-en-01,1,peanut butter cookies,cookie; chip; snack; cracker; fruit; candy; bread
llama-3-8b-instruct,South_Korea,1,Al-en-04,1,apple,apple; watermelon; tangerine; mandarin; strawberry
llama-3-8b-instruct,South_Korea,1,Al-en-19,1,english,english
llama-3-8b-instruct,South_Korea,1,Al-en-32,0,it's not a traditional korean dish.,songpyeon; jeon; korean pancake; galbi
llama-3-8b-instruct,South_Korea,1,Al-en-39,1,tteokbokki,seaweed soup; cake; galbi; rice
llama-3-8b-instruct,South_Korea,1,An-ar-03,0,2,12; 6; 7
llama-3-8b-instruct,South_Korea,1,Ca-sp-06,1,dinner,dinner; lunch
llama-3-8b-instruct,South_Korea,1,Ca-sp-11,1,sunday,saturday; sunday; friday
llama-3-8b-instruct,South_Korea,1,Ca-sp-41,1,with their adult children.,home; house; nursing home; care home; sanatorium; countryside
llama-3-8b-instruct,South_Korea,1,Gu-ch-08,1,football (soccer),soccer; dodgeball; baseball
llama-3-8b-instruct,South_Korea,1,Gu-ch-38,1,4,4
llama-3-8b-instruct,South_Korea,1,Ji-ko-14,1,electronics,semiconductor; automobile; car; electronic devices
llama-3-8b-instruct,South_Korea,1,Ji-ko-24,1,amusement parks,playground; kids cafe; slide; swing; amusement park; everland
llama-3-8b-instruct,South_Korea,1,Ji-ko-25,1,"chuseok, seollal, parents' day, children's day, korean thanksgiving day.",children's day; parents' day
llama-3-8b-instruct,South_Korea,1,Ji-ko-26,0,"1. leaving home at age 18-20
2. getting married
3. establishing own household
4. having children
5. paying taxes",employment; marriage; university graduation
llama-3-8b-instruct,South_Korea,1,Ji-ko-28,1,"the first day is called ""doljanchi"".",first birthday party; first birthday; one hundredth day; 100th day
llama-3-8b-instruct,South_Korea,1,Ji-ko-29,0,60th,1; first; 1st; 70
llama-3-8b-instruct,South_Korea,1,Ji-ko-33,1,homework,academy; house; home; own room; reading room; study room; pc room; pc bang; internet cafe
llama-3-8b-instruct,South_Korea,1,Ji-ko-34,0,"elementary school students in south korea typically attend school from 8:30-12:30 pm, with a 30-minute lunch break.",walking; walk; car; bus
llama-3-8b-instruct,South_Korea,1,Ji-ko-35,1,hagwon,academy; private lesson; private tutoring; online lecture; math academy; english academy
llama-3-8b-instruct,South_Korea,1,Ji-ko-36,0,hanlim multi art school,mathematics; math; english
llama-3-8b-instruct,South_Korea,1,Ji-ko-37,1,uniforms,school uniform; pe uniform; pe clothes; gym clothes; p.e. clothes; p.e. uniform
llama-3-8b-instruct,South_Korea,1,Ji-ko-40,1,eat snacks and socialize.,game; nap; canteen; snack bar; cafeteria; toilet; bathroom; rest; chat; phone
llama-3-8b-instruct,South_Korea,1,Ji-ko-42,1,"math, science, korean, english, and social studies.",english; korean language; mathematics; math
llama-3-8b-instruct,South_Korea,1,Ji-ko-45,1,"food, games, and performances.",singer; performance; concert; celebrity; food
llama-3-8b-instruct,South_Korea,1,Jo-sp-13,0,windsurfing,swimming; surfing
llama-3-8b-instruct,South_Korea,1,Jo-sp-19,1,honam,honam; jeolla province; chungcheong province
llama-3-8b-instruct,South_Korea,1,Jod-ch-01,1,chopsticks,chopsticks; spoon; spoon and chopsticks
llama-3-8b-instruct,South_Korea,1,Jod-ch-07,1,2.3,1; 1.5; 2
llama-3-8b-instruct,South_Korea,1,Jod-ch-60,1,9,8; 9
llama-3-8b-instruct,South_Korea,1,Ki-pe-34,1,coffee,water; coffee; milk
llama-3-8b-instruct,South_Korea,1,Kik-in-16,0,hotteok,coffee; hot chocolate; ginger tea
llama-3-8b-instruct,South_Korea,1,Kik-in-36,0,pak sung-hoon,guus hiddink; hiddink
