model,country,iteration,question_id,correct,model_response,ground_truth
llama-3-8b-instruct,US,1,New-ch-44,0,2-4 weeks,3 months; 1 month; 6 months
llama-3-8b-instruct,US,1,New-ch-73,1,fraternity and sorority clubs.,debate; mathematics; math; outdoor activities; college bars; fraternity; sorority
llama-3-8b-instruct,US,1,New-en-05,1,pizza,hotdogs; hot dog; hamburgers; Burgers; chicken; sandwich; fast food; spaghetti; bologna sandwich
llama-3-8b-instruct,US,1,New-en-19,1,yankee stadium,Yankees stadium; MSG; madison square garden; NY; new york; Mercedes-Benz Stadium; wrigley field
llama-3-8b-instruct,US,1,New-en-41,1,bill gates,bill gates; jeff bezos; jeffrey bezos; steve jobs; mark cuban
llama-3-8b-instruct,US,1,New-en-47,1,"lawn, trees, flowers, patio, deck, shed, pool, etc.",grass; trees; gravel; chairs; trampoline; shed; pool; swing sets; fruits; vegetables; flowers
llama-3-8b-instruct,US,1,New-en-56,1,spanish,spanish; mandarin; german
llama-3-8b-instruct,US,1,New-en-68,1,"in-school suspension, detention, expulsion, counseling, community service, and parent involvement.",detention; suspension; expulsion; corporal punishment; iss
llama-3-8b-instruct,US,1,New-en-69,1,"here is the answer:

* shakespeare
* austen
* bronte sisters
* dickens
* thoreau
* emerson
* hawthorne
* melville
* twain
* wharton
* fitzgerald
* hemingway
* steinbeck
* salinger
* kerouac
* baldwin
* updike
* o'connor
* morrison
* king
* atwood
* woolf
* joyce
* faulkner
* nabokov
* roth
* vonnegut",edgar allen poe; edgar allan poe; shakespear; shakespeare; mark twain; Charles Dickens; jd salinger
llama-3-8b-instruct,US,1,New-gr-06,1,pizza,pizza; burgers; hamburgers; salads; ramen noodles; ramen; french fries; wings; chicken wings
llama-3-8b-instruct,US,1,New-gr-08,1,beer,beer; malt beverages; mixed drinks; shots
llama-3-8b-instruct,US,1,New-gr-15,1,apple pie,pumpkin pie; pie; cherry pie; ice cream; apple pie
llama-3-8b-instruct,US,1,New-gr-58,1,teachers,teachers; teaching; restaurant work; civil servents; manufacturing workers; PHDs; Doctor of Philosophy; fast food; internships; federal employment
llama-3-8b-instruct,US,1,New-ha-08,1,brussels sprouts.,vegetables; coffee; soup; asparagus; fish; sushi; oats; healthy cereals
llama-3-8b-instruct,US,1,New-in-01,1,starbucks,starbucks; Dunkin' Donuts; Dunkin'; coffee bean; tea leaf; blue bottle; dutch bros
llama-3-8b-instruct,US,1,New-in-62,1,massachusetts institute of technology (mit),mit; massachusetts institute of technology (mit); massachusetts institute of technology; caltech; California Institute of Technology; texas a&m; stanford university
llama-3-8b-instruct,US,1,New-ko-02,0,belly casting,lamaze; childbirth education classes; headphones on the belly bump
llama-3-8b-instruct,US,1,New-ko-03,1,"""twinkle, twinkle, little star""",Twinkle Twinkle Little Star; wheels on the bus; itsy bitsy spider; london bridges; happy birthday
llama-3-8b-instruct,US,1,New-pe-06,1,chili,beef; beef stew; chili; gumbo (cajun style); gumbo; chicken stew
llama-3-8b-instruct,US,1,New-pe-20,1,volleyball,volleyball; American Football; football; frisbee; catch
llama-3-8b-instruct,US,1,New-pe-49,1,churches,church; home
llama-3-8b-instruct,US,1,New-pe-65,1,7,8; 7
llama-3-8b-instruct,US,1,New-pe-76,1,picnicking,picnicking; picnic; frisbee; ball sports; dog walking; walk dog; hike; camping; camp
llama-3-8b-instruct,US,1,New-pe-86,0,the eiffel tower,empire state building; twin towers; world trade center; the sears tower
llama-3-8b-instruct,US,1,New-spme-05,1,"reese's peanut butter cups, m&m's, snickers, kit kat, and twix.",chocolate; chocolate candy; soda; soft drink; candy; hershey's; Resse's Puffs; Reese's; cookies; tart candies
llama-3-8b-instruct,US,1,New-spme-37,1,engineering,finance; politics; law; IT; Information Technology; business; engineering; mathematics; math
llama-3-8b-instruct,US,1,New-su-24,1,"golf, tennis, basketball, and soccer.",soccer; International Football; basketball; American Football; football; baseball; tennis; golf
llama-3-8b-instruct,US,1,New-su-33,1,business casual.,formal; professional casual; casual; business casual
llama-3-8b-instruct,US,1,New-su-34,1,band,band class; band; parade; chorus; marching band; choir; orchestras
llama-3-8b-instruct,US,1,New-su-57,1,cattle,chicken; cows; cow; cattle; pigs; pig; chickens
llama-3-8b-instruct,US,1,New-su-58,1,"cattle, pigs, chickens, turkeys, dairy cows, horses, and sheep.",cows; cow; pigs; pig; chickens; chicken
llama-3-8b-instruct,US,1,Ni-en-12,0,princeton university,harvard university; harvard; yale; Massachusetts Institute of Technology; mit; standford
llama-3-8b-instruct,US,1,Ni-en-31,1,turkey,ham; pork roast; steak; turkey
llama-3-8b-instruct,US,1,Ni-en-40,1,"""all i want for christmas is you""",all i want for christmas is you; all i want for christmas is you (mariah carey); deck the halls; jingle bell
llama-3-8b-instruct,US,1,Sa-en-22,1,university of alabama,university of alabama; notre dame university; notre dame; harvard; FU; university of florida; michigan state university; MSU; university of south carolina; USC; university of texas at austin; UT Austin
llama-3-8b-instruct,US,1,Sa-en-31,1,dog,dog; cat
llama-3-8b-instruct,US,1,Sa-en-7,1,"chips, popcorn, cookies, crackers, pretzels, granola bars, trail mix, candy, nuts, and crackers.",chips; popcorn; Cheez-Its; ritz crackers; ice cream; cookies; m&m; hershey
llama-3-8b-instruct,US,1,Ta-pe-21,1,"local parks, school fields, and community centers.",field; outdoor field; youth soccer league; little league soccer; school; community park
llama-3-8b-instruct,US,1,Ta-pe-29,1,basketball,American Football; football; nfl; baseball; mlb; basketball; nba; golf; soccer; International Football
llama-3-8b-instruct,US,1,Th-en-03,1,nfl,national football league; nfl; mlb; Major League Baseball; nba; National Basketball Association
llama-3-8b-instruct,US,1,Th-en-11,1,tom brady,tiger woods; Travis Kelce; travis kelce; Black Mamba; kobe bryant; TB12; tom brady; Brady; lebron james; Lebron; King James
llama-3-8b-instruct,US,1,Th-en-15,1,ice hockey,hockey; skiing; snowboarding
llama-3-8b-instruct,US,1,Th-en-35,1,dinner,dinner
llama-3-8b-instruct,US,1,Th-en-37,1,18,18; 21; 24
llama-3-8b-instruct,US,1,Th-en-44,1,pizza,pizza; burgers; hamburgers; fries; tacos; hotdogs; hot dogs; chicken; steak
llama-3-8b-instruct,US,1,Th-en-45,1,watching tv together,television; watching tv; tv; dinner; family dinner; having dinner together; playing games; stroll; walk; little league events; kids sporting events
llama-3-8b-instruct,US,1,Th-en-51,1,english,english; Science Technology Engineering and Mathematics; STEM; mathematics; literature; science
llama-3-8b-instruct,US,1,Th-en-53,1,prom,prom; homecoming; marching band; chorus; dances
llama-3-8b-instruct,US,1,Tmp-ar-01,1,libraries.,library; home
llama-3-8b-instruct,South_Korea,1,Al-en-01,0,pretzels,cookie; chip; snack; cracker; fruit; candy; bread
llama-3-8b-instruct,South_Korea,1,Al-en-04,1,apple,apple; watermelon; tangerine; mandarin; strawberry
llama-3-8b-instruct,South_Korea,1,Al-en-19,1,english,english
llama-3-8b-instruct,South_Korea,1,Al-en-32,0,bingsu,songpyeon; jeon; korean pancake; galbi
llama-3-8b-instruct,South_Korea,1,Al-en-39,1,tteokguk,seaweed soup; cake; galbi; rice
llama-3-8b-instruct,South_Korea,1,An-ar-03,0,2,12; 6; 7
llama-3-8b-instruct,South_Korea,1,Ca-sp-06,1,dinner,dinner; lunch
llama-3-8b-instruct,South_Korea,1,Ca-sp-11,1,sunday,saturday; sunday; friday
llama-3-8b-instruct,South_Korea,1,Ca-sp-41,1,with their children.,home; house; nursing home; care home; sanatorium; countryside
llama-3-8b-instruct,South_Korea,1,Gu-ch-08,0,taekwondo,soccer; dodgeball; baseball
llama-3-8b-instruct,South_Korea,1,Gu-ch-38,1,4,4
llama-3-8b-instruct,South_Korea,1,Ji-ko-14,1,electronics,semiconductor; automobile; car; electronic devices
llama-3-8b-instruct,South_Korea,1,Ji-ko-24,1,indoor playgrounds,playground; kids cafe; slide; swing; amusement park; everland
llama-3-8b-instruct,South_Korea,1,Ji-ko-25,0,"* seollal (lunar new year)
* chuseok (harvest festival)",children's day; parents' day
llama-3-8b-instruct,South_Korea,1,Ji-ko-26,1,"1. age 13: starts to take responsibility for own homework and school affairs
2. age 15: begins to participate in part-time jobs
3. age 18: graduates from high school and becomes a legal adult
4. age 20-22: typically attends college and starts to live away from home
5. age 25-30: establishes own career and starts to form own social relationships
6. age 30-40: gets married and starts a family, becoming increasingly independent from parents",employment; marriage; university graduation
llama-3-8b-instruct,South_Korea,1,Ji-ko-28,0,"the first day that people celebrate after a child is born in south korea is called ""seollal"".",first birthday party; first birthday; one hundredth day; 100th day
llama-3-8b-instruct,South_Korea,1,Ji-ko-29,0,60th,1; first; 1st; 70
llama-3-8b-instruct,South_Korea,1,Ji-ko-33,1,study halls,academy; house; home; own room; reading room; study room; pc room; pc bang; internet cafe
llama-3-8b-instruct,South_Korea,1,Ji-ko-34,1,elementary school students in south korea typically take a bus or walk to school.,walking; walk; car; bus
llama-3-8b-instruct,South_Korea,1,Ji-ko-35,1,hagwon,academy; private lesson; private tutoring; online lecture; math academy; english academy
llama-3-8b-instruct,South_Korea,1,Ji-ko-36,0,science academy,mathematics; math; english
llama-3-8b-instruct,South_Korea,1,Ji-ko-37,1,uniforms,school uniform; pe uniform; pe clothes; gym clothes; p.e. clothes; p.e. uniform
llama-3-8b-instruct,South_Korea,1,Ji-ko-40,1,eat snacks and play games.,game; nap; canteen; snack bar; cafeteria; toilet; bathroom; rest; chat; phone
llama-3-8b-instruct,South_Korea,1,Ji-ko-42,1,"korean language, math, science, social studies, english",english; korean language; mathematics; math
llama-3-8b-instruct,South_Korea,1,Ji-ko-45,0,food and games,singer; performance; concert; celebrity; food
llama-3-8b-instruct,South_Korea,1,Jo-sp-13,1,surfing,swimming; surfing
llama-3-8b-instruct,South_Korea,1,Jo-sp-19,1,honam,honam; jeolla province; chungcheong province
llama-3-8b-instruct,South_Korea,1,Jod-ch-01,1,chopsticks,chopsticks; spoon; spoon and chopsticks
llama-3-8b-instruct,South_Korea,1,Jod-ch-07,0,2.5,1; 1.5; 2
llama-3-8b-instruct,South_Korea,1,Jod-ch-60,1,9,8; 9
